Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆
Total,0.23365562,0.23443092,0.00077530,0.33181218,13880.47220000,13786.22120000,-94.25100000,-0.67901869,520.19299600,524.82231400,4.62931800,0.88992317,9233.68116000,9216.16912000,-17.51204000,-0.18965394,14630.09294000,14864.14246000,234.04952000,1.59978150,-0.00000000,-0.00000000,-0.00000000,53.37168821,-3.89417742,-3.89649742,-0.00232000,0.05957612,3.89417742,3.89649742,0.00232000,0.05957612,0.00000000,-0.00000000,-0.00000000,-192.57246646,-7.11883914,-7.12220618,-0.00336704,0.04729760,-179.92391200,-180.27691400,-0.35300200,0.19619516,7.11883914,7.12220618,0.00336704,0.04729760,179.92391200,180.27691400,0.35300200,0.19619516,0.00000011,0.00000002,-0.00000009,-81.04254555,29.76634444,29.76556906,-0.00077538,-0.00260489,316.37175400,317.69425600,1.32250200,0.41802152,19421.10080600,19436.36010000,15.25929400,0.07857070,10.00000000,10.00000000,0.00000000,0.00000000,27.55774774,27.55722246,-0.00052528,-0.00190611,10.00000000,10.00000000,0.00000000,0.00000000,48219.10460000,48162.34580000,-56.75880000,-0.11771019,65075.15680000,65112.92240000,37.76560000,0.05803382,-0.00000000,0.00000000,0.00000000,-192.57246646,21.76634444,21.76556906,-0.00077538,-0.00356229,650.31835200,650.85455200,0.53620000,0.08245193,0.23365562,0.23443092,0.00077530,0.33181286,10.00000000,10.00000000,0.00000000,0.00000000,
Bond bundle decomposition according to INS: Volume
C1 — C2 bond bundle,0.00589815,0.02097258,0.01507443,255.57914301,819.10429000,835.03113000,15.92684000,1.94442151,25.46735300,26.16843000,0.70107700,2.75284597,450.33528000,456.34490000,6.00962000,1.33447684,872.16446000,781.09681000,-91.06765000,-10.44156855,0.02946373,0.01601798,-0.01344575,-45.63492396,-0.62933698,-0.64585513,-0.01651815,2.62469083,0.65880071,0.66187310,0.00307239,0.46636106,-0.02757995,-0.04461104,-0.01703110,61.75173770,-1.10588217,-1.12927111,-0.02338894,2.11495769,-23.41991000,-23.55739100,-0.13748100,0.58702617,1.07830222,1.08466007,0.00635785,0.58961670,22.91117400,23.58426300,0.67308900,2.93781977,-0.50873580,0.02687210,0.53560790,-105.28213269,5.04646070,5.10438470,0.05792400,1.14781435,31.85152000,32.03389200,0.18237200,0.57256922,20.96810200,22.12713000,1.15902800,5.52757708,0.84040158,0.88602878,0.04562720,5.42921397,5.08915150,5.15032400,0.06117250,1.20201766,0.84205982,0.85422621,0.01216639,1.44483678,5147.03080000,5306.01460000,158.98380000,3.08884493,8681.75070000,9006.91360000,325.16290000,3.74536094,0.02757995,0.04461104,0.01703110,61.75173770,3.36234110,3.39593230,0.03359120,0.99904201,75.82699800,77.06251500,1.23551700,1.62938931,-0.01460610,0.03448153,0.04908763,-336.07629308,0.83864245,0.85647771,0.01783526,2.12668224,
      ↳ C1 bond wedge,-0.01518682,-0.01038867,0.00479815,-31.59416971,438.65067000,450.82966000,12.17899000,2.77646675,13.42195000,13.40411500,-0.01783500,-0.13287935,253.74405000,265.12195000,11.37790000,4.48400662,640.96318000,556.56897000,-84.39421000,-13.16677972,0.03028129,0.03552761,0.00524632,17.32528682,-0.29624783,-0.28321080,0.01303703,-4.40071747,0.32652912,0.31873841,-0.00779071,-2.38591584,-0.00052361,0.00678116,0.00730477,-1395.07944813,-0.53151121,-0.50771104,0.02380017,-4.47783030,-12.64149100,-12.11915800,0.52233300,-4.13189394,0.53098760,0.51449220,-0.01649540,-3.10655089,11.08447200,10.48151300,-0.60295900,-5.43967272,-1.55701880,-1.63764480,-0.08062600,5.17822906,2.50055630,2.33827080,-0.16228550,-6.48997585,16.78539600,14.94440800,-1.84098800,-10.96779605,9.98216200,10.12112700,0.13896500,1.39213329,0.40401221,0.39535163,-0.00866058,-2.14364313,2.51641340,2.36166570,-0.15474770,-6.14953409,0.41422825,0.38798035,-0.02624790,-6.33657893,2515.62930000,2467.12080000,-48.50850000,-1.92828490,4212.80880000,4194.04610000,-18.76270000,-0.44537269,0.00052361,-0.00678116,-0.00730477,-1395.07944813,1.67209980,1.56231010,-0.10978970,-6.56597770,38.93284200,35.40367500,-3.52916700,-9.06475566,-0.11076055,-0.11330736,-0.00254681,2.29938367,0.39829930,0.37082724,-0.02747206,-6.89734077,
      ↳ C2 bond wedge,0.02108497,0.03136125,0.01027628,48.73747727,380.45362000,384.20147000,3.74785000,0.98510037,12.04540300,12.76431500,0.71891200,5.96835158,196.59123000,191.22295000,-5.36828000,-2.73068132,231.20128000,224.52784000,-6.67344000,-2.88642001,-0.00081756,-0.01950963,-0.01869207,2286.31799068,-0.33308915,-0.36264433,-0.02955518,8.87305396,0.33227159,0.34313469,0.01086310,3.26934361,-0.02705634,-0.05139220,-0.02433586,89.94516109,-0.57437096,-0.62156007,-0.04718911,8.21578967,-10.77841900,-11.43823300,-0.65981400,6.12162136,0.54731462,0.57016787,0.02285325,4.17552339,11.82670200,13.10275000,1.27604800,10.78955063,1.04828300,1.66451690,0.61623390,58.78507044,2.54590440,2.76611390,0.22020950,8.64955888,15.06612400,17.08948400,2.02336000,13.42986424,10.98594000,12.00600300,1.02006300,9.28516813,0.43638937,0.49067715,0.05428778,12.44021595,2.57273810,2.78865830,0.21592020,8.39262263,0.42783157,0.46624586,0.03841429,8.97883483,2631.40150000,2838.89380000,207.49230000,7.88523910,4468.94190000,4812.86750000,343.92560000,7.69590672,0.02705634,0.05139220,0.02433586,89.94516109,1.69024130,1.83362220,0.14338090,8.48286573,36.89415600,41.65884000,4.76468400,12.91446808,0.09615445,0.14778889,0.05163444,53.69947397,0.44034315,0.48565047,0.04530732,10.28909386,
C1 — H5 bond bundle,0.07363355,0.08034694,0.00671339,9.11729627,1802.52874000,1782.69391000,-19.83483000,-1.10038911,65.67209600,64.85559600,-0.81650000,-1.24329822,1321.59723000,1318.45839000,-3.13884000,-0.23750352,1652.28240000,1823.03485000,170.75245000,10.33433813,-0.03186732,-0.02885555,0.00301177,-9.45096052,-0.38682888,-0.38811249,-0.00128361,0.33182890,0.35496156,0.35925694,0.00429538,1.21009723,-0.02243563,-0.01586818,0.00656745,-29.27239134,-0.72451579,-0.72390748,0.00060831,-0.08396090,-20.78441060,-20.44559320,0.33881740,-1.63015159,0.70208016,0.70803929,0.00595913,0.84878200,21.32861930,21.29997210,-0.02864720,-0.13431343,0.54420862,0.85437891,0.31017029,56.99473950,2.75278022,2.72441860,-0.02836162,-1.03029002,42.43786500,42.35409100,-0.08377400,-0.19740390,3242.68660850,3248.14179500,5.45518650,0.16823046,1.31362076,1.30193356,-0.01168720,-0.88969361,2.37810749,2.35613615,-0.02197134,-0.92390021,1.30440229,1.30079425,-0.00360804,-0.27660485,5798.66820000,5745.07140000,-53.59680000,-0.92429500,7077.18490000,7024.22660000,-52.95830000,-0.74829612,0.02243563,0.01586818,-0.00656745,-29.27239134,2.14397562,2.12283010,-0.02114552,-0.98627614,78.29958000,77.22464700,-1.07493300,-1.37284644,0.10703845,0.13404085,0.02700240,25.22682761,1.30996977,1.30974323,-0.00022654,-0.01729353,
      ↳ C1 bond wedge,0.01089057,0.01307134,0.00218078,20.02445602,330.13074000,321.28911000,-8.84163000,-2.67822076,11.01468100,10.58346600,-0.43121500,-3.91491138,162.34723000,163.89219000,1.54496000,0.95163927,330.77450000,407.63705000,76.86255000,23.23714494,-0.03186732,-0.02885555,0.00301177,-9.45096105,-0.22187424,-0.22322158,-0.00134734,0.60725391,0.19000692,0.19436603,0.00435911,2.29418486,-0.02243563,-0.01586818,0.00656744,-29.27238635,-0.38536185,-0.38554667,-0.00018482,0.04796012,-9.23612960,-8.96798120,0.26814840,-2.90325506,0.36292622,0.36967848,0.00675226,1.86050487,9.78033830,9.82236010,0.04202180,0.42965589,0.54420861,0.85437888,0.31017027,56.99473773,1.81552320,1.79169420,-0.02382900,-1.31251421,11.52707600,11.17105000,-0.35602600,-3.08860634,7.74880850,7.72959500,-0.01921350,-0.24795425,0.31362076,0.30193356,-0.01168720,-3.72653902,1.79510680,1.77455780,-0.02054900,-1.14472298,0.30440229,0.30079425,-0.00360804,-1.18528675,1955.28640000,1898.63740000,-56.64900000,-2.89722263,3233.80310000,3177.79260000,-56.01050000,-1.73203186,0.02243563,0.01586818,-0.00656744,-29.27238635,1.20671860,1.19010570,-0.01661290,-1.37670042,30.29883300,29.57185400,-0.72697900,-2.39936304,0.04429546,0.06676525,0.02246979,50.72707674,0.30996977,0.30974323,-0.00022654,-0.07308455,
      ↳ H5 bond wedge,0.06274298,0.06727559,0.00453261,7.22409389,1472.39800000,1461.40480000,-10.99320000,-0.74661878,54.65741500,54.27213000,-0.38528500,-0.70490893,1159.25000000,1154.56620000,-4.68380000,-0.40403709,1321.50790000,1415.39780000,93.88990000,7.10475511,-0.00000000,-0.00000000,-0.00000000,498.71293127,-0.16495464,-0.16489091,0.00006373,-0.03863486,0.16495464,0.16489091,-0.00006373,-0.03863486,0.00000000,0.00000000,0.00000000,817.46789844,-0.33915394,-0.33836081,0.00079313,-0.23385546,-11.54828100,-11.47761200,0.07066900,-0.61194389,0.33915394,0.33836081,-0.00079313,-0.23385546,11.54828100,11.47761200,-0.07066900,-0.61194389,0.00000001,0.00000003,0.00000002,136.55758590,0.93725702,0.93272440,-0.00453262,-0.48360481,30.91078900,31.18304100,0.27225200,0.88076691,3234.93780000,3240.41220000,5.47440000,0.16922737,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.58157835,-0.00142234,-0.24396884,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3846.43400000,3.05220000,0.07941444,3843.38180000,3846.43400000,3.05220000,0.07941444,-0.00000000,-0.00000000,-0.00000000,817.46789844,0.93725702,0.93272440,-0.00453262,-0.48360481,48.00074700,47.65279300,-0.34795400,-0.72489289,0.06274298,0.06727559,0.00453261,7.22409229,1.00000000,1.00000000,0.00000000,0.00000000,
C1 — H6 bond bundle,0.01785247,0.10148172,0.08362924,468.44621264,2099.16810000,2167.93670000,68.76860000,3.27599300,83.44534000,86.34716900,2.90182900,3.47752073,1324.93380000,1390.30329000,65.36949000,4.93379292,3124.21560000,3099.59105000,-24.62455000,-0.78818344,0.00158603,-0.00667206,-0.00825809,-520.67602154,-0.35745622,-0.38546181,-0.02800559,7.83469092,0.35904226,0.37878975,0.01974749,5.50004615,0.02295924,0.00908702,-0.01387222,-60.42106784,-0.68008406,-0.72801597,-0.04793191,7.04793904,-19.30030080,-20.66486980,-1.36456900,7.07019551,0.70304330,0.73710300,0.03405970,4.84460914,20.31311110,21.44813600,1.13502490,5.58764679,1.01281020,0.78326588,-0.22954432,-22.66409993,2.67036429,2.76587063,0.09550634,3.57652850,37.62766600,37.16493500,-0.46273100,-1.22976270,3222.64360450,3301.74519530,79.10159080,2.45455596,1.28236703,1.30271481,0.02034778,1.58673605,2.27842336,2.42247635,0.14405299,6.32248565,1.28136946,1.31122540,0.02985594,2.33000246,5639.68320000,5924.33900000,284.65580000,5.04737216,6819.18800000,7245.38620000,426.19820000,6.24998460,-0.02295924,-0.00908702,0.01387222,-60.42106784,2.10762539,2.14341983,0.03579444,1.69833027,76.34049200,74.32448800,-2.01600400,-2.64080562,0.08002131,0.15070649,0.07068518,88.33294215,1.29173093,1.31942953,0.02769860,2.14430106,
      ↳ C1 bond wedge,-0.03363074,-0.01198085,0.02164988,-64.37528945,380.67920000,388.81590000,8.13670000,2.13741649,10.82719100,11.76079500,0.93360400,8.62277206,177.96810000,176.80159000,-1.16651000,-0.65546016,588.70420000,580.64465000,-8.05955000,-1.36903219,0.00158603,-0.00667206,-0.00825809,-520.67604193,-0.19237263,-0.22292606,-0.03055343,15.88242049,0.19395867,0.21625400,0.02229533,11.49488703,0.02295924,0.00908702,-0.01387222,-60.42106535,-0.34114362,-0.39714578,-0.05600216,16.41600684,-8.36836080,-9.68774880,-1.31938800,15.76638522,0.36410286,0.40623281,0.04212995,11.57089236,9.38117110,10.47101500,1.08984390,11.61735447,1.01281020,0.78326591,-0.22954429,-22.66409738,1.72184750,1.87933320,0.15748570,9.14632103,10.66180300,11.44483400,0.78303100,7.34426438,6.97660450,7.74959530,0.77299080,11.07975664,0.28236703,0.30271481,0.02034778,7.20614585,1.69032080,1.85928130,0.16896050,9.99576530,0.28136946,0.31122540,0.02985594,10.61093837,1834.76780000,1955.89660000,121.12880000,6.60185992,3014.27260000,3276.94380000,262.67120000,8.71424834,-0.02295924,-0.00908702,0.01387222,-60.42106535,1.15910860,1.25688240,0.09777380,8.43525792,28.51602900,30.49662500,1.98059600,6.94555332,0.02853811,0.03724392,0.00870582,30.50594985,0.29173093,0.31942953,0.02769860,9.49457090,
      ↳ H6 bond wedge,0.05148321,0.11346257,0.06197936,120.38752051,1718.48890000,1779.12080000,60.63190000,3.52821016,72.61814900,74.58637400,1.96822500,2.71037616,1146.96570000,1213.50170000,66.53600000,5.80104531,2535.51140000,2518.94640000,-16.56500000,-0.65331988,0.00000000,0.00000000,0.00000000,277.68785215,-0.16508359,-0.16253575,0.00254784,-1.54336358,0.16508359,0.16253575,-0.00254784,-1.54336358,0.00000000,-0.00000000,-0.00000000,-121.47970340,-0.33894044,-0.33087019,0.00807025,-2.38102305,-10.93194000,-10.97712100,-0.04518100,0.41329352,0.33894044,0.33087019,-0.00807025,-2.38102305,10.93194000,10.97712100,0.04518100,0.41329352,-0.00000000,-0.00000003,-0.00000003,1687.30070979,0.94851679,0.88653743,-0.06197936,-6.53434506,26.96586300,25.72010100,-1.24576200,-4.61977427,3215.66700000,3293.99560000,78.32860000,2.43584301,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.56319505,-0.02490751,-4.23523237,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3968.44240000,163.52700000,4.29778281,3804.91540000,3968.44240000,163.52700000,4.29778281,-0.00000000,0.00000000,0.00000000,-121.47970340,0.94851679,0.88653743,-0.06197936,-6.53434506,47.82446300,43.82786300,-3.99660000,-8.35681103,0.05148321,0.11346257,0.06197936,120.38752479,1.00000000,1.00000000,0.00000000,0.00000000,
C2 — C3 bond bundle,-0.07363339,-0.16984522,-0.09621184,130.66333253,776.10998000,733.27806000,-42.83192000,-5.51879516,18.15014020,16.93529160,-1.21484860,-6.69332901,486.49386000,468.05922000,-18.43464000,-3.78928523,547.24852000,473.56958000,-73.67894000,-13.46352476,0.03684969,0.08603597,0.04918628,133.47812695,-0.38289116,-0.33024530,0.05264586,-13.74956267,0.41974084,0.41628128,-0.00345956,-0.82421334,0.06591082,0.14786779,0.08195697,124.34525088,-0.67607444,-0.58867768,0.08739676,-12.92709128,-17.02700720,-15.82703680,1.19997040,-7.04745341,0.74198526,0.73654548,-0.00543978,-0.73313855,10.12867780,9.92483800,-0.20383980,-2.01250157,-6.89832940,-5.90219880,0.99613060,-14.44017156,3.39343480,3.23916120,-0.15427360,-4.54623734,13.86028840,13.37069500,-0.48959340,-3.53234641,13.25146860,11.52862480,-1.72284380,-13.00115370,0.52638190,0.47116704,-0.05521486,-10.48950581,3.36514300,3.16708360,-0.19805940,-5.88561615,0.55330024,0.51155264,-0.04174760,-7.54519825,3594.94840000,3345.13740000,-249.81100000,-6.94894536,5914.20760000,5398.70940000,-515.49820000,-8.71626826,-0.06591082,-0.14786779,-0.08195697,124.34525088,2.28683440,2.21605580,-0.07077860,-3.09504702,39.45993800,37.97851600,-1.48142200,-3.75424310,-0.56763554,-0.58268518,-0.01504964,2.65128572,0.47096654,0.44274598,-0.02822056,-5.99205200,
      ↳ C2 bond wedge,-0.03681669,-0.08492261,-0.04810592,130.66333253,388.05499000,366.63903000,-21.41596000,-5.51879516,9.07507010,8.46764580,-0.60742430,-6.69332901,243.24693000,234.02961000,-9.21732000,-3.78928523,273.62426000,236.78479000,-36.83947000,-13.46352476,0.01842484,0.04301798,0.02459314,133.47812695,-0.19144558,-0.16512265,0.02632293,-13.74956267,0.20987042,0.20814064,-0.00172978,-0.82421334,0.03295541,0.07393389,0.04097849,124.34525088,-0.33803722,-0.29433884,0.04369838,-12.92709128,-8.51350360,-7.91351840,0.59998520,-7.04745341,0.37099263,0.36827274,-0.00271989,-0.73313855,5.06433890,4.96241900,-0.10191990,-2.01250157,-3.44916470,-2.95109940,0.49806530,-14.44017156,1.69671740,1.61958060,-0.07713680,-4.54623734,6.93014420,6.68534750,-0.24479670,-3.53234641,6.62573430,5.76431240,-0.86142190,-13.00115370,0.26319095,0.23558352,-0.02760743,-10.48950581,1.68257150,1.58354180,-0.09902970,-5.88561615,0.27665012,0.25577632,-0.02087380,-7.54519825,1797.47420000,1672.56870000,-124.90550000,-6.94894536,2957.10380000,2699.35470000,-257.74910000,-8.71626826,-0.03295541,-0.07393389,-0.04097849,124.34525088,1.14341720,1.10802790,-0.03538930,-3.09504702,19.72996900,18.98925800,-0.74071100,-3.75424310,-0.28381777,-0.29134259,-0.00752482,2.65128572,0.23548327,0.22137299,-0.01411028,-5.99205200,
      ↳ C3 bond wedge,-0.03681669,-0.08492261,-0.04810592,130.66333253,388.05499000,366.63903000,-21.41596000,-5.51879516,9.07507010,8.46764580,-0.60742430,-6.69332901,243.24693000,234.02961000,-9.21732000,-3.78928523,273.62426000,236.78479000,-36.83947000,-13.46352476,0.01842484,0.04301798,0.02459314,133.47812695,-0.19144558,-0.16512265,0.02632293,-13.74956267,0.20987042,0.20814064,-0.00172978,-0.82421334,0.03295541,0.07393389,0.04097849,124.34525088,-0.33803722,-0.29433884,0.04369838,-12.92709128,-8.51350360,-7.91351840,0.59998520,-7.04745341,0.37099263,0.36827274,-0.00271989,-0.73313855,5.06433890,4.96241900,-0.10191990,-2.01250157,-3.44916470,-2.95109940,0.49806530,-14.44017156,1.69671740,1.61958060,-0.07713680,-4.54623734,6.93014420,6.68534750,-0.24479670,-3.53234641,6.62573430,5.76431240,-0.86142190,-13.00115370,0.26319095,0.23558352,-0.02760743,-10.48950581,1.68257150,1.58354180,-0.09902970,-5.88561615,0.27665012,0.25577632,-0.02087380,-7.54519825,1797.47420000,1672.56870000,-124.90550000,-6.94894536,2957.10380000,2699.35470000,-257.74910000,-8.71626826,-0.03295541,-0.07393389,-0.04097849,124.34525088,1.14341720,1.10802790,-0.03538930,-3.09504702,19.72996900,18.98925800,-0.74071100,-3.75424310,-0.28381777,-0.29134259,-0.00752482,2.65128572,0.23548327,0.22137299,-0.01411028,-5.99205200,
C2 — H4 bond bundle,0.05626033,-0.00066317,-0.05692350,-101.17874530,1831.38001000,1740.80980000,-90.57021000,-4.94546241,76.43663900,76.57231680,0.13567780,0.17750362,1276.72734000,1208.94837000,-67.77897000,-5.30880540,1392.75973200,1491.56369000,98.80395800,7.09411363,-0.01760728,-0.02350835,-0.00590107,33.51493878,-0.38202105,-0.36369663,0.01832442,-4.79670427,0.36441377,0.34018828,-0.02422549,-6.64779764,-0.00589907,-0.02254169,-0.01664262,282.12264296,-0.71090030,-0.68556969,0.02533061,-3.56317335,-17.94382980,-17.55708430,0.38674550,-2.15531191,0.70500123,0.66302800,-0.04197323,-5.95363926,20.34471160,18.84366680,-1.50104480,-7.37805888,2.40088172,1.28658249,-1.11429924,-46.41208370,2.71684951,2.66853000,-0.04831951,-1.77851257,39.33868220,40.60886260,1.27018040,3.22883312,3217.62635400,3140.40161770,-77.22473630,-2.40005295,1.30041969,1.27373933,-0.02668036,-2.05167303,2.35062002,2.26613303,-0.08448699,-3.59424276,1.29551831,1.27797781,-0.01754050,-1.35393687,5726.69580000,5433.17930000,-293.51650000,-5.12540757,7002.35130000,6580.57940000,-421.77190000,-6.02328963,0.00589907,0.02254169,0.01664262,282.12264296,2.12581291,2.11257440,-0.01323851,-0.62275048,74.96213800,77.82636800,2.86423000,3.82090223,0.22819192,0.08932917,-0.13886275,-60.85349095,1.32417358,1.29297653,-0.03119705,-2.35596379,
      ↳ C2 bond wedge,0.00177444,0.01059915,0.00882471,497.32406738,354.30521000,336.66610000,-17.63911000,-4.97850709,10.03761500,9.57891480,-0.45870020,-4.56981265,145.10134000,141.20807000,-3.89327000,-2.68313856,94.64683200,127.52889000,32.88205800,34.74184746,-0.01760728,-0.02350835,-0.00590107,33.51493811,-0.21681179,-0.19745854,0.01935325,-8.92629040,0.19920451,0.17395019,-0.02525432,-12.67758446,-0.00589907,-0.02254169,-0.01664262,282.12262533,-0.37547871,-0.34561400,0.02986471,-7.95376920,-7.21505080,-7.15844230,0.05660850,-0.78458907,0.36957964,0.32307231,-0.04650733,-12.58384526,9.61593260,8.44502480,-1.17090780,-12.17674716,2.40088170,1.28658250,-1.11429920,-46.41208269,1.77133540,1.65726770,-0.11406770,-6.43964435,9.78368920,9.07649660,-0.70719260,-7.22828154,7.56295400,6.69791770,-0.86503630,-11.43780988,0.30041969,0.27373933,-0.02668036,-8.88102907,1.76003810,1.65073360,-0.10930450,-6.21034851,0.29551831,0.27797781,-0.01754050,-5.93550362,1910.90060000,1782.00950000,-128.89110000,-6.74504472,3186.55610000,2929.40960000,-257.14650000,-8.06973083,0.00589907,0.02254169,0.01664262,282.12262533,1.18029880,1.10131210,-0.07898670,-6.69209356,27.16088700,25.13137200,-2.02951500,-7.47219706,0.17370603,0.10059149,-0.07311454,-42.09096253,0.32417358,0.29297653,-0.03119705,-9.62356340,
      ↳ H4 bond wedge,0.05448589,-0.01126232,-0.06574821,-120.67015661,1477.07480000,1404.14370000,-72.93110000,-4.93753600,66.39902400,66.99340200,0.59437800,0.89516075,1131.62600000,1067.74030000,-63.88570000,-5.64547828,1298.11290000,1364.03480000,65.92190000,5.07828710,0.00000000,0.00000000,-0.00000000,-84.00370209,-0.16520926,-0.16623809,-0.00102883,0.62274354,0.16520926,0.16623809,0.00102883,0.62274354,0.00000000,-0.00000000,-0.00000000,-235.24696746,-0.33542159,-0.33995569,-0.00453410,1.35176152,-10.72877900,-10.39864200,0.33013700,-3.07711623,0.33542159,0.33995569,0.00453410,1.35176152,10.72877900,10.39864200,-0.33013700,-3.07711623,0.00000002,-0.00000001,-0.00000004,-145.59463020,0.94551411,1.01126230,0.06574819,6.95369739,29.55499300,31.53236600,1.97737300,6.69048712,3210.06340000,3133.70370000,-76.35970000,-2.37875987,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.61539943,0.02481751,4.20221296,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3651.16980000,-164.62540000,-4.31431435,3815.79520000,3651.16980000,-164.62540000,-4.31431435,-0.00000000,0.00000000,0.00000000,-235.24696746,0.94551411,1.01126230,0.06574819,6.95369739,47.80125100,52.69499600,4.89374500,10.23769231,0.05448589,-0.01126232,-0.06574821,-120.67015661,1.00000000,1.00000000,0.00000000,0.00000000,
C3 — C4 bond bundle,0.00589815,0.02097258,0.01507443,255.57914301,819.10429000,835.03113000,15.92684000,1.94442151,25.46735300,26.16843000,0.70107700,2.75284597,450.33528000,456.34490000,6.00962000,1.33447684,872.16446000,781.09681000,-91.06765000,-10.44156855,0.02946373,0.01601798,-0.01344575,-45.63492396,-0.62933698,-0.64585513,-0.01651815,2.62469083,0.65880071,0.66187310,0.00307239,0.46636106,-0.02757995,-0.04461104,-0.01703110,61.75173770,-1.10588217,-1.12927111,-0.02338894,2.11495769,-23.41991000,-23.55739100,-0.13748100,0.58702617,1.07830222,1.08466007,0.00635785,0.58961670,22.91117400,23.58426300,0.67308900,2.93781977,-0.50873580,0.02687210,0.53560790,-105.28213269,5.04646070,5.10438470,0.05792400,1.14781435,31.85152000,32.03389200,0.18237200,0.57256922,20.96810200,22.12713000,1.15902800,5.52757708,0.84040158,0.88602878,0.04562720,5.42921397,5.08915150,5.15032400,0.06117250,1.20201766,0.84205982,0.85422621,0.01216639,1.44483678,5147.03080000,5306.01460000,158.98380000,3.08884493,8681.75070000,9006.91360000,325.16290000,3.74536094,0.02757995,0.04461104,0.01703110,61.75173770,3.36234110,3.39593230,0.03359120,0.99904201,75.82699800,77.06251500,1.23551700,1.62938931,-0.01460610,0.03448153,0.04908763,-336.07629308,0.83864245,0.85647771,0.01783526,2.12668224,
      ↳ C3 bond wedge,0.02108497,0.03136125,0.01027628,48.73747727,380.45362000,384.20147000,3.74785000,0.98510037,12.04540300,12.76431500,0.71891200,5.96835158,196.59123000,191.22295000,-5.36828000,-2.73068132,231.20128000,224.52784000,-6.67344000,-2.88642001,-0.00081756,-0.01950963,-0.01869207,2286.31799068,-0.33308915,-0.36264433,-0.02955518,8.87305396,0.33227159,0.34313469,0.01086310,3.26934361,-0.02705634,-0.05139220,-0.02433586,89.94516109,-0.57437096,-0.62156007,-0.04718911,8.21578967,-10.77841900,-11.43823300,-0.65981400,6.12162136,0.54731462,0.57016787,0.02285325,4.17552339,11.82670200,13.10275000,1.27604800,10.78955063,1.04828300,1.66451690,0.61623390,58.78507044,2.54590440,2.76611390,0.22020950,8.64955888,15.06612400,17.08948400,2.02336000,13.42986424,10.98594000,12.00600300,1.02006300,9.28516813,0.43638937,0.49067715,0.05428778,12.44021595,2.57273810,2.78865830,0.21592020,8.39262263,0.42783157,0.46624586,0.03841429,8.97883483,2631.40150000,2838.89380000,207.49230000,7.88523910,4468.94190000,4812.86750000,343.92560000,7.69590672,0.02705634,0.05139220,0.02433586,89.94516109,1.69024130,1.83362220,0.14338090,8.48286573,36.89415600,41.65884000,4.76468400,12.91446808,0.09615445,0.14778889,0.05163444,53.69947397,0.44034315,0.48565047,0.04530732,10.28909386,
