Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆,NEF,EEF X-,∆,%∆
C3: Max (node 6100) → C2: Max (node 6158) in NEF (0.99993774),-0.08492261,-0.03681669,0.04810592,-56.64677220,366.63903000,388.05499000,21.41596000,5.84115663,8.46764580,9.07507010,0.60742430,7.17347317,234.02961000,243.24693000,9.21732000,3.93852727,236.78479000,273.62426000,36.83947000,15.55820794,0.04301798,0.01842484,-0.02459314,-57.16943540,-0.16512265,-0.19144558,-0.02632293,15.94144110,0.20814064,0.20987042,0.00172978,0.83106307,0.07393389,0.03295541,-0.04097849,-55.42584494,-0.29433884,-0.33803722,-0.04369838,14.84628396,-7.91351840,-8.51350360,-0.59998520,7.58177551,0.36827274,0.37099263,0.00271989,0.73855317,4.96241900,5.06433890,0.10191990,2.05383503,-2.95109940,-3.44916470,-0.49806530,16.87727970,1.61958060,1.69671740,0.07713680,4.76276389,6.68534750,6.93014420,0.24479670,3.66168999,5.76431240,6.62573430,0.86142190,14.94405300,0.23558352,0.26319095,0.02760743,11.71874416,1.58354180,1.68257150,0.09902970,6.25368399,0.25577632,0.27665012,0.02087380,8.16095876,1672.56870000,1797.47420000,124.90550000,7.46788458,2699.35470000,2957.10380000,257.74910000,9.54854507,-0.07393389,-0.03295541,0.04097849,-55.42584494,1.10802790,1.14341720,0.03538930,3.19389972,18.98925800,19.72996900,0.74071100,3.90068427,-0.29134259,-0.28381777,0.00752482,-2.58280810,0.22137299,0.23548327,0.01411028,6.37398447,
C3: Max (node 6122) → C2: Max (node 6114) in NEF (0.99990372),0.01059915,0.00177444,-0.00882471,-83.25866888,336.66610000,354.30521000,17.63911000,5.23934842,9.57891480,10.03761500,0.45870020,4.78864474,141.20807000,145.10134000,3.89327000,2.75711579,127.52889000,94.64683200,-32.88205800,-25.78400706,-0.02350835,-0.01760728,0.00590107,-25.10201374,-0.19745854,-0.21681179,-0.01935325,9.80117143,0.17395019,0.19920451,0.02525432,14.51813304,-0.02254169,-0.00589907,0.01664262,-73.83039020,-0.34561400,-0.37547871,-0.02986471,8.64105910,-7.15844230,-7.21505080,-0.05660850,0.79079355,0.32307231,0.36957964,0.04650733,14.39533150,8.44502480,9.61593260,1.17090780,13.86506053,1.28658250,2.40088170,1.11429920,86.60923027,1.65726770,1.77133540,0.11406770,6.88287716,9.07649660,9.78368920,0.70719260,7.79147100,6.69791770,7.56295400,0.86503630,12.91500342,0.27373933,0.30041969,0.02668036,9.74663012,1.65073360,1.76003810,0.10930450,6.62157116,0.27797781,0.29551831,0.01754050,6.31003604,1782.00950000,1910.90060000,128.89110000,7.23290757,2929.40960000,3186.55610000,257.14650000,8.77809986,0.02254169,0.00589907,-0.01664262,-73.83039020,1.10131210,1.18029880,0.07898670,7.17205413,25.13137200,27.16088700,2.02951500,8.07562357,0.10059149,0.17370603,0.07311454,72.68461775,0.29297653,0.32417358,0.03119705,10.64831029,
C3: Max (node 6148) → C2: Max (node 6134) in NEF (0.99997298),0.03136125,0.02108497,-0.01027628,-32.76744918,384.20147000,380.45362000,-3.74785000,-0.97549080,12.76431500,12.04540300,-0.71891200,-5.63220196,191.22295000,196.59123000,5.36828000,2.80734086,224.52784000,231.20128000,6.67344000,2.97221048,-0.01950963,-0.00081756,0.01869207,-95.80944365,-0.36264433,-0.33308915,0.02955518,-8.14990820,0.34313469,0.33227159,-0.01086310,-3.16584138,-0.05139220,-0.02705634,0.02433586,-47.35322583,-0.62156007,-0.57437096,0.04718911,-7.59204336,-11.43823300,-10.77841900,0.65981400,-5.76849589,0.57016787,0.54731462,-0.02285325,-4.00816167,13.10275000,11.82670200,-1.27604800,-9.73878003,1.66451690,1.04828300,-0.61623390,-37.02178692,2.76611390,2.54590440,-0.22020950,-7.96097008,17.08948400,15.06612400,-2.02336000,-11.83979575,12.00600300,10.98594000,-1.02006300,-8.49627474,0.49067715,0.43638937,-0.05428778,-11.06384921,2.78865830,2.57273810,-0.21592020,-7.74279875,0.46624586,0.42783157,-0.03841429,-8.23906297,2838.89380000,2631.40150000,-207.49230000,-7.30891377,4812.86750000,4468.94190000,-343.92560000,-7.14596028,0.05139220,0.02705634,-0.02433586,-47.35322583,1.83362220,1.69024130,-0.14338090,-7.81954429,41.65884000,36.89415600,-4.76468400,-11.43739000,0.14778889,0.09615445,-0.05163444,-34.93796861,0.48565047,0.44034315,-0.04530732,-9.32920337,
C4: Max (node 6104) → C1: Max (node 6146) in NEF (0.99982772),-0.01038867,-0.01518682,-0.00479815,46.18636975,450.82966000,438.65067000,-12.17899000,-2.70146157,13.40411500,13.42195000,0.01783500,0.13305615,265.12195000,253.74405000,-11.37790000,-4.29157224,556.56897000,640.96318000,84.39421000,15.16329773,0.03552761,0.03028129,-0.00524632,-14.76688214,-0.28321080,-0.29624783,-0.01303703,4.60329550,0.31873841,0.32652912,0.00779071,2.44423319,0.00678116,-0.00052361,-0.00730477,-107.72153401,-0.50771104,-0.53151121,-0.02380017,4.68773931,-12.11915800,-12.64149100,-0.52233300,4.30997764,0.51449220,0.53098760,0.01649540,3.20615162,10.48151300,11.08447200,0.60295900,5.75259507,-1.63764480,-1.55701880,0.08062600,-4.92328984,2.33827080,2.50055630,0.16228550,6.94040656,14.94440800,16.78539600,1.84098800,12.31890885,10.12112700,9.98216200,-0.13896500,-1.37301903,0.39535163,0.40401221,0.00866058,2.19060182,2.36166570,2.51641340,0.15474770,6.55248116,0.38798035,0.41422825,0.02624790,6.76526530,2467.12080000,2515.62930000,48.50850000,1.96619882,4194.04610000,4212.80880000,18.76270000,0.44736514,-0.00678116,0.00052361,0.00730477,-107.72153401,1.56231010,1.67209980,0.10978970,7.02739488,35.40367500,38.93284200,3.52916700,9.96836345,-0.11330736,-0.11076055,0.00254681,-2.24770041,0.37082724,0.39829930,0.02747206,7.40831768,
C4: Max (node 6130) → C1: Max (node 6170) in NEF (0.99983220),-0.01198085,-0.03363074,-0.02164988,180.70403507,388.81590000,380.67920000,-8.13670000,-2.09268705,11.76079500,10.82719100,-0.93360400,-7.93827288,176.80159000,177.96810000,1.16651000,0.65978479,580.64465000,588.70420000,8.05955000,1.38803483,-0.00667206,0.00158603,0.00825809,-123.77126103,-0.22292606,-0.19237263,0.03055343,-13.70563406,0.21625400,0.19395867,-0.02229533,-10.30978849,0.00908702,0.02295924,0.01387222,152.65965566,-0.39714578,-0.34114362,0.05600216,-14.10115953,-9.68774880,-8.36836080,1.31938800,-13.61913926,0.40623281,0.36410286,-0.04212995,-10.37088806,10.47101500,9.38117110,-1.08984390,-10.40819730,0.78326591,1.01281020,0.22954429,29.30604882,1.87933320,1.72184750,-0.15748570,-8.37987112,11.44483400,10.66180300,-0.78303100,-6.84178556,7.74959530,6.97660450,-0.77299080,-9.97459571,0.30271481,0.28236703,-0.02034778,-6.72176561,1.85928130,1.69032080,-0.16896050,-9.08740920,0.31122540,0.28136946,-0.02985594,-9.59302808,1955.89660000,1834.76780000,-121.12880000,-6.19300632,3276.94380000,3014.27260000,-262.67120000,-8.01573710,-0.00908702,-0.02295924,-0.01387222,152.65965566,1.25688240,1.15910860,-0.09777380,-7.77907305,30.49662500,28.51602900,-1.98059600,-6.49447603,0.03724392,0.02853811,-0.00870582,-23.37514105,0.31942953,0.29173093,-0.02769860,-8.67127094,
C4: Max (node 6156) → C1: Max (node 6194) in NEF (0.99971716),0.01307134,0.01089057,-0.00218078,-16.68364656,321.28911000,330.13074000,8.84163000,2.75192334,10.58346600,11.01468100,0.43121500,4.07442137,163.89219000,162.34723000,-1.54496000,-0.94266847,407.63705000,330.77450000,-76.86255000,-18.85563395,-0.02885555,-0.03186732,-0.00301177,10.43739520,-0.22322158,-0.22187424,0.00134734,-0.60358860,0.19436603,0.19000692,-0.00435911,-2.24273244,-0.01586818,-0.02243563,-0.00656744,41.38749328,-0.38554667,-0.38536185,0.00018482,-0.04793713,-8.96798120,-9.23612960,-0.26814840,2.99006425,0.36967848,0.36292622,-0.00675226,-1.82652233,9.82236010,9.78033830,-0.04202180,-0.42781775,0.85437888,0.54420861,-0.31017027,-36.30359753,1.79169420,1.81552320,0.02382900,1.32997026,11.17105000,11.52707600,0.35602600,3.18704150,7.72959500,7.74880850,0.01921350,0.24857059,0.30193356,0.31362076,0.01168720,3.87078535,1.77455780,1.79510680,0.02054900,1.15797862,0.30079425,0.30440229,0.00360804,1.19950431,1898.63740000,1955.28640000,56.64900000,2.98366608,3177.79260000,3233.80310000,56.01050000,1.76255996,0.01586818,0.02243563,0.00656744,41.38749328,1.19010570,1.20671860,0.01661290,1.39591803,29.57185400,30.29883300,0.72697900,2.45834772,0.06676525,0.04429546,-0.02246979,-33.65491976,0.30974323,0.30996977,0.00022654,0.07313800,
H1: Max (node 5468) → H5: Max (node 5486) in NEF (0.99988587),0.06727559,0.06274298,-0.00453261,-6.73737928,1461.40480000,1472.39800000,10.99320000,0.75223511,54.27213000,54.65741500,0.38528500,0.70991317,1154.56620000,1159.25000000,4.68380000,0.40567618,1415.39780000,1321.50790000,-93.88990000,-6.63346375,-0.00000000,-0.00000000,0.00000000,-83.29750457,-0.16489091,-0.16495464,-0.00006373,0.03864980,0.16489091,0.16495464,0.00006373,0.03864980,0.00000000,0.00000000,-0.00000000,-89.10043608,-0.33836081,-0.33915394,-0.00079313,0.23440362,-11.47761200,-11.54828100,-0.07066900,0.61571170,0.33836081,0.33915394,0.00079313,0.23440362,11.47761200,11.54828100,0.07066900,0.61571170,0.00000003,0.00000001,-0.00000002,-57.72699505,0.93272440,0.93725702,0.00453262,0.48595491,31.18304100,30.91078900,-0.27225200,-0.87307713,3240.41220000,3234.93780000,-5.47440000,-0.16894147,1.00000000,1.00000000,0.00000000,0.00000000,0.58157835,0.58300069,0.00142234,0.24456550,1.00000000,1.00000000,0.00000000,0.00000000,3846.43400000,3843.38180000,-3.05220000,-0.07935142,3846.43400000,3843.38180000,-3.05220000,-0.07935142,-0.00000000,-0.00000000,0.00000000,-89.10043608,0.93272440,0.93725702,0.00453262,0.48595491,47.65279300,48.00074700,0.34795400,0.73018595,0.06727559,0.06274298,-0.00453261,-6.73737790,1.00000000,1.00000000,0.00000000,0.00000000,
H2: Max (node 5456) → H6: Max (node 5470) in NEF (0.99982992),0.11346257,0.05148321,-0.06197936,-54.62537998,1779.12080000,1718.48890000,-60.63190000,-3.40796982,74.58637400,72.61814900,-1.96822500,-2.63885331,1213.50170000,1146.96570000,-66.53600000,-5.48297543,2518.94640000,2535.51140000,16.56500000,0.65761622,0.00000000,0.00000000,-0.00000000,-73.52310925,-0.16253575,-0.16508359,-0.00254784,1.56755668,0.16253575,0.16508359,0.00254784,1.56755668,-0.00000000,0.00000000,0.00000000,-565.55577682,-0.33087019,-0.33894044,-0.00807025,2.43909855,-10.97712100,-10.93194000,0.04518100,-0.41159244,0.33087019,0.33894044,0.00807025,2.43909855,10.97712100,10.93194000,-0.04518100,-0.41159244,-0.00000003,-0.00000000,0.00000003,-94.40497061,0.88653743,0.94851679,0.06197936,6.99117239,25.72010100,26.96586300,1.24576200,4.84353463,3293.99560000,3215.66700000,-78.32860000,-2.37792060,1.00000000,1.00000000,0.00000000,0.00000000,0.56319505,0.58810256,0.02490751,4.42253709,1.00000000,1.00000000,0.00000000,0.00000000,3968.44240000,3804.91540000,-163.52700000,-4.12068473,3968.44240000,3804.91540000,-163.52700000,-4.12068473,0.00000000,-0.00000000,-0.00000000,-565.55577682,0.88653743,0.94851679,0.06197936,6.99117239,43.82786300,47.82446300,3.99660000,9.11885665,0.11346257,0.05148321,-0.06197936,-54.62538086,1.00000000,1.00000000,0.00000000,0.00000000,
H3: Max (node 5464) → H4: Max (node 5462) in NEF (0.99975536),-0.01126232,0.05448589,0.06574821,-583.78927111,1404.14370000,1477.07480000,72.93110000,5.19399118,66.99340200,66.39902400,-0.59437800,-0.88721871,1067.74030000,1131.62600000,63.88570000,5.98326203,1364.03480000,1298.11290000,-65.92190000,-4.83286057,0.00000000,0.00000000,0.00000000,525.14464643,-0.16623809,-0.16520926,0.00102883,-0.61888945,0.16623809,0.16520926,-0.00102883,-0.61888945,-0.00000000,0.00000000,0.00000000,-173.93881126,-0.33995569,-0.33542159,0.00453410,-1.33373264,-10.39864200,-10.72877900,-0.33013700,3.17480879,0.33995569,0.33542159,-0.00453410,-1.33373264,10.39864200,10.72877900,0.33013700,3.17480879,-0.00000001,0.00000002,0.00000004,-319.32407294,1.01126230,0.94551411,-0.06574819,-6.50159607,31.53236600,29.55499300,-1.97737300,-6.27093127,3133.70370000,3210.06340000,76.35970000,2.43672368,1.00000000,1.00000000,0.00000000,0.00000000,0.61539943,0.59058192,-0.02481751,-4.03274829,1.00000000,1.00000000,0.00000000,0.00000000,3651.16980000,3815.79520000,164.62540000,4.50883988,3651.16980000,3815.79520000,164.62540000,4.50883988,0.00000000,-0.00000000,-0.00000000,-173.93881126,1.01126230,0.94551411,-0.06574819,-6.50159607,52.69499600,47.80125100,-4.89374500,-9.28692546,-0.01126232,0.05448589,0.06574821,-583.78927111,1.00000000,1.00000000,0.00000000,0.00000000,
H4: Max (node 5464) → H4: Max (node 5462) in NEF (0.99975536),-0.01126232,0.05448589,0.06574821,-583.78927111,1404.14370000,1477.07480000,72.93110000,5.19399118,66.99340200,66.39902400,-0.59437800,-0.88721871,1067.74030000,1131.62600000,63.88570000,5.98326203,1364.03480000,1298.11290000,-65.92190000,-4.83286057,0.00000000,0.00000000,0.00000000,525.14464643,-0.16623809,-0.16520926,0.00102883,-0.61888945,0.16623809,0.16520926,-0.00102883,-0.61888945,-0.00000000,0.00000000,0.00000000,-173.93881126,-0.33995569,-0.33542159,0.00453410,-1.33373264,-10.39864200,-10.72877900,-0.33013700,3.17480879,0.33995569,0.33542159,-0.00453410,-1.33373264,10.39864200,10.72877900,0.33013700,3.17480879,-0.00000001,0.00000002,0.00000004,-319.32407294,1.01126230,0.94551411,-0.06574819,-6.50159607,31.53236600,29.55499300,-1.97737300,-6.27093127,3133.70370000,3210.06340000,76.35970000,2.43672368,1.00000000,1.00000000,0.00000000,0.00000000,0.61539943,0.59058192,-0.02481751,-4.03274829,1.00000000,1.00000000,0.00000000,0.00000000,3651.16980000,3815.79520000,164.62540000,4.50883988,3651.16980000,3815.79520000,164.62540000,4.50883988,0.00000000,-0.00000000,-0.00000000,-173.93881126,1.01126230,0.94551411,-0.06574819,-6.50159607,52.69499600,47.80125100,-4.89374500,-9.28692546,-0.01126232,0.05448589,0.06574821,-583.78927111,1.00000000,1.00000000,0.00000000,0.00000000,
H5: Max (node 5468) → H5: Max (node 5486) in NEF (0.99988587),0.06727559,0.06274298,-0.00453261,-6.73737928,1461.40480000,1472.39800000,10.99320000,0.75223511,54.27213000,54.65741500,0.38528500,0.70991317,1154.56620000,1159.25000000,4.68380000,0.40567618,1415.39780000,1321.50790000,-93.88990000,-6.63346375,-0.00000000,-0.00000000,0.00000000,-83.29750457,-0.16489091,-0.16495464,-0.00006373,0.03864980,0.16489091,0.16495464,0.00006373,0.03864980,0.00000000,0.00000000,-0.00000000,-89.10043608,-0.33836081,-0.33915394,-0.00079313,0.23440362,-11.47761200,-11.54828100,-0.07066900,0.61571170,0.33836081,0.33915394,0.00079313,0.23440362,11.47761200,11.54828100,0.07066900,0.61571170,0.00000003,0.00000001,-0.00000002,-57.72699505,0.93272440,0.93725702,0.00453262,0.48595491,31.18304100,30.91078900,-0.27225200,-0.87307713,3240.41220000,3234.93780000,-5.47440000,-0.16894147,1.00000000,1.00000000,0.00000000,0.00000000,0.58157835,0.58300069,0.00142234,0.24456550,1.00000000,1.00000000,0.00000000,0.00000000,3846.43400000,3843.38180000,-3.05220000,-0.07935142,3846.43400000,3843.38180000,-3.05220000,-0.07935142,-0.00000000,-0.00000000,0.00000000,-89.10043608,0.93272440,0.93725702,0.00453262,0.48595491,47.65279300,48.00074700,0.34795400,0.73018595,0.06727559,0.06274298,-0.00453261,-6.73737790,1.00000000,1.00000000,0.00000000,0.00000000,
H6: Max (node 5456) → H6: Max (node 5470) in NEF (0.99982992),0.11346257,0.05148321,-0.06197936,-54.62537998,1779.12080000,1718.48890000,-60.63190000,-3.40796982,74.58637400,72.61814900,-1.96822500,-2.63885331,1213.50170000,1146.96570000,-66.53600000,-5.48297543,2518.94640000,2535.51140000,16.56500000,0.65761622,0.00000000,0.00000000,-0.00000000,-73.52310925,-0.16253575,-0.16508359,-0.00254784,1.56755668,0.16253575,0.16508359,0.00254784,1.56755668,-0.00000000,0.00000000,0.00000000,-565.55577682,-0.33087019,-0.33894044,-0.00807025,2.43909855,-10.97712100,-10.93194000,0.04518100,-0.41159244,0.33087019,0.33894044,0.00807025,2.43909855,10.97712100,10.93194000,-0.04518100,-0.41159244,-0.00000003,-0.00000000,0.00000003,-94.40497061,0.88653743,0.94851679,0.06197936,6.99117239,25.72010100,26.96586300,1.24576200,4.84353463,3293.99560000,3215.66700000,-78.32860000,-2.37792060,1.00000000,1.00000000,0.00000000,0.00000000,0.56319505,0.58810256,0.02490751,4.42253709,1.00000000,1.00000000,0.00000000,0.00000000,3968.44240000,3804.91540000,-163.52700000,-4.12068473,3968.44240000,3804.91540000,-163.52700000,-4.12068473,0.00000000,-0.00000000,-0.00000000,-565.55577682,0.88653743,0.94851679,0.06197936,6.99117239,43.82786300,47.82446300,3.99660000,9.11885665,0.11346257,0.05148321,-0.06197936,-54.62538086,1.00000000,1.00000000,0.00000000,0.00000000,
Total,0.23443092,0.23365562,-0.00077530,-0.33071466,13786.22114000,13880.47226000,94.25112000,0.68366174,524.82231520,520.19299620,-4.62931900,-0.88207358,9216.16912000,9233.68116000,17.51204000,0.19001431,14864.14238000,14630.09290400,-234.04947600,-1.57459119,-0.00000000,-0.00000000,0.00000000,-79.26385795,-3.89649742,-3.89417742,0.00232000,-0.05954065,3.89649742,3.89417744,-0.00231998,-0.05954014,-0.00000000,0.00000000,0.00000001,-227.85585567,-7.12220618,-7.11883908,0.00336710,-0.04727608,-180.27691340,-179.92390960,0.35300380,-0.19581198,7.12220620,7.11883908,-0.00336712,-0.04727636,180.27691380,179.92390980,-0.35300400,-0.19581209,-0.00000004,0.00000009,0.00000013,-329.17236230,29.76556906,29.76634424,0.00077518,0.00260428,317.69425620,316.37175480,-1.32250140,-0.41628118,19436.36010080,19421.10080660,-15.25929420,-0.07850901,10.00000000,10.00000002,0.00000002,0.00000020,27.55722266,27.55774774,0.00052508,0.00190542,9.99999998,10.00000000,0.00000002,0.00000020,48162.34600000,48219.10440000,56.75840000,0.11784808,65112.92100000,65075.15740000,-37.76360000,-0.05799709,0.00000000,-0.00000000,-0.00000001,-227.85585567,21.76556906,21.76634444,0.00077538,0.00356242,650.85455200,650.31835400,-0.53619800,-0.08238369,0.23443091,0.23365563,-0.00077528,-0.33070810,9.99999998,10.00000000,0.00000002,0.00000020,
Min basin decomposition according to INS: Volume
C1: Min (node 2277) → C1: Min (node 766) in NEF (0.99941510),0.23947336,0.21403685,-0.02543651,-10.62185372,127.16426000,325.24089000,198.07663000,155.76438694,4.56999410,11.09197500,6.52198090,142.71311422,73.85911900,201.76879000,127.90967100,173.18060753,217.96237000,481.24915000,263.28678000,120.79460322,-0.15778713,-0.17784410,-0.02005697,12.71141062,-0.21218653,-0.38462083,-0.17243430,81.26543188,0.05439941,0.20677673,0.15237732,280.10843354,-0.24144234,-0.23097029,0.01047205,-4.33728815,-0.34790645,-0.63128467,-0.28337822,81.45241918,-5.90147440,-11.01155900,-5.11008460,86.58996470,0.10646411,0.40031438,0.29385027,276.00876014,3.55277310,11.70358200,8.15080890,229.42103733,-2.34870130,0.69202253,3.04072383,-129.46405020,1.03108230,2.46481060,1.43372830,139.05081098,6.91601640,17.46721800,10.55120160,152.56183603,6.99071160,12.79224300,5.80153140,82.98913947,0.27307129,0.51774580,0.24467451,89.60096464,1.11181660,2.50182540,1.39000880,125.02141091,0.21175928,0.44647458,0.23471530,110.84062054,1224.71150000,2663.43270000,1438.72120000,117.47429497,2263.60570000,4591.70660000,2328.10090000,102.84922414,0.24144234,0.23097029,-0.01047205,-4.33728815,0.60756375,1.57186150,0.96429775,158.71548459,17.86841300,44.33388800,26.46547500,148.11318162,0.09186794,0.25651494,0.16464700,179.22138801,0.18715838,0.45355426,0.26639588,142.33713713,
C1: Min (node 3368) → C1: Min (node 3387) in NEF (0.99999040),-0.14654897,-0.19986507,-0.05331610,36.38108135,488.61752000,508.28969000,19.67217000,4.02608773,12.91356500,12.99158000,0.07801500,0.60413217,213.39079000,222.36028000,8.96949000,4.20331637,770.85586000,826.07312000,55.21726000,7.16311088,0.11204600,0.13243229,0.02038629,18.19457187,-0.14636850,-0.16296258,-0.01659408,11.33719345,0.25841449,0.29539486,0.03698037,14.31048623,0.14409164,0.18905631,0.04496467,31.20560638,-0.29169912,-0.31993351,-0.02823439,9.67928529,-9.35731570,-10.01928900,-0.66197330,7.07439314,0.43579077,0.50898982,0.07319905,16.79683349,9.14559340,11.06762800,1.92203460,21.01596382,-0.21172237,1.04833890,1.26006127,-595.14791470,1.73223060,1.90979640,0.17756580,10.25070219,9.73945850,11.56341100,1.82395250,18.72745287,5.45361230,5.93737900,0.48376670,8.87057373,0.21302909,0.24030602,0.02727693,12.80432170,1.69653960,1.84288830,0.14634870,8.62630616,0.26428028,0.28498855,0.02070827,7.83572274,1754.29950000,1875.06110000,120.76160000,6.88375047,2818.97400000,3009.34330000,190.36930000,6.75314139,-0.14409164,-0.18905631,-0.04496467,31.20560638,1.20367010,1.33981930,0.13614920,11.31117239,25.01968500,28.90531600,3.88563100,15.53029545,-0.15985478,-0.13551539,0.02433939,-15.22593819,0.26206264,0.29571350,0.03365086,12.84076967,
C1: Min (node 4264) → C1: Min (node 2132) in NEF (0.99992247),-0.19015375,-0.05209877,0.13805498,-72.60176462,312.19235000,315.93003000,3.73768000,1.19723626,10.75669100,11.18026700,0.42357600,3.93779091,173.37284000,169.93031000,-3.44253000,-1.98562243,224.36237000,253.11961000,28.75724000,12.81731870,0.12364811,0.04541182,-0.07823629,-63.27334239,-0.13512652,-0.16291130,-0.02778478,20.56204807,0.25877464,0.20832311,-0.05045153,-19.49631927,0.18788718,0.04191398,-0.14597320,-77.69194364,-0.26018697,-0.30679849,-0.04661152,17.91462501,-8.10068690,-9.21513390,-1.11444700,13.75743827,0.44807414,0.34871247,-0.09936167,-22.17527439,10.01794500,7.47477250,-2.54317250,-25.38616952,1.91725790,-1.74036140,-3.65761930,-190.77346350,1.65274170,1.66332000,0.01057830,0.64004557,10.28065400,9.94364610,-0.33700790,-3.27807842,5.08717400,5.97795280,0.89077880,17.51028764,0.19871527,0.24194818,0.04323291,21.75620927,1.58514020,1.65712740,0.07198720,4.54137748,0.24376465,0.26853686,0.02477221,10.16234717,1626.17640000,1767.18960000,141.01320000,8.67145778,2592.27870000,2859.83460000,267.55590000,10.32126291,-0.18788718,-0.04191398,0.14597320,-77.69194364,1.16521240,1.12624620,-0.03896620,-3.34412850,25.18999400,24.50850100,-0.68149300,-2.70541152,-0.06966262,-0.15892654,-0.08926392,128.13747172,0.26384651,0.25073224,-0.01311427,-4.97041632,
C1: Min (node 4960) → C1: Min (node 766) in NEF (0.99169278),-0.14905903,0.21403685,0.36309588,-243.59200513,104.92341000,325.24089000,220.31748000,209.97933636,2.90084370,11.09197500,8.19113130,282.37065306,70.82222000,201.76879000,130.94657000,184.89475478,118.89302000,481.24915000,362.35613000,304.77493969,0.07802508,-0.17784410,-0.25586918,-327.93197044,-0.02259927,-0.38462083,-0.36202156,1601.91675184,0.10062435,0.20677673,0.10615238,105.49372990,0.14846096,-0.23097029,-0.37943125,-255.57644919,-0.04075916,-0.63128467,-0.59052551,1448.81653117,-1.44036580,-11.01155900,-9.57119320,664.49739365,0.18922013,0.40031438,0.21109425,111.56014426,4.35872520,11.70358200,7.34485680,168.50928799,2.91835930,0.69202253,-2.22633677,-76.28727450,0.53498408,2.46481060,1.92982652,360.72597151,3.53717060,17.46721800,13.93004740,393.81892974,0.98338228,12.79224300,11.80886072,1200.84131677,0.03841289,0.51774580,0.47933291,1247.84377350,0.46366099,2.50182540,2.03816441,439.58073980,0.06432084,0.44647458,0.38215374,594.13671544,469.18077000,2663.43270000,2194.25193000,467.67729419,671.13473000,4591.70660000,3920.57187000,584.17061355,-0.14846096,0.23097029,0.37943125,-255.57644919,0.40634240,1.57186150,1.16551910,286.83177045,9.05920870,44.33388800,35.27467930,389.37925450,0.03434687,0.25651494,0.22216807,646.83648011,0.09488849,0.45355426,0.35866577,377.98658744,
C1: Min (node 961) → C1: Min (node 3387) in NEF (0.98238311),0.23699020,-0.19986507,-0.43685527,-184.33474042,128.03713000,508.28969000,380.25256000,296.98616331,4.60728280,12.99158000,8.38429720,181.97921777,74.37076800,222.36028000,147.98951200,198.98881776,212.77704000,826.07312000,613.29608000,288.23414406,-0.15593206,0.13243229,0.28836435,-184.92948147,-0.21307761,-0.16296258,0.05011503,-23.51961335,0.05714555,0.29539486,0.23824931,416.91667244,-0.23899744,0.18905631,0.42805375,-179.10390588,-0.34985178,-0.31993351,0.02991827,-8.55169867,-5.97504500,-10.01928900,-4.04424400,67.68558228,0.11085434,0.50898982,0.39813548,359.15191052,3.69985150,11.06762800,7.36777650,199.13708699,-2.27519360,1.04833890,3.32353250,-146.07690967,1.05825950,1.90979640,0.85153690,80.46579313,7.08699250,11.56341100,4.47641850,63.16386676,7.08543720,5.93737900,-1.14805820,-16.20306789,0.27677146,0.24030602,-0.03646544,-13.17528910,1.13834720,1.84288830,0.70454110,61.89158281,0.21587495,0.28498855,0.06911360,32.01557198,1247.28650000,1875.06110000,627.77460000,50.33122703,2302.78940000,3009.34330000,706.55390000,30.68252355,0.23899744,-0.18905631,-0.42805375,-179.10390588,0.62650960,1.33981930,0.71330970,113.85455227,18.33485300,28.90531600,10.57046300,57.65229206,0.09400441,-0.13551539,-0.22951980,-244.15854686,0.19204398,0.29571350,0.10366952,53.98217637,
