Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆
C3: Min (node 3680) → C2: Min (node 1535) in NEF (0.99990640),0.32763440,0.23676629,-0.09086811,-27.73460601,439.44891000,397.78967000,-41.65924000,-9.47988243,12.47044100,11.16316100,-1.30728000,-10.48302943,257.52818000,228.85430000,-28.67388000,-11.13426888,177.93344000,139.22859000,-38.70485000,-21.75243170,-0.22123923,-0.17122629,0.05001294,-22.60581905,-0.45903145,-0.38853311,0.07049834,-15.35806316,0.23779223,0.21730682,-0.02048541,-8.61483573,-0.32086016,-0.24295945,0.07790071,-24.27871070,-0.75332859,-0.63884660,0.11448199,-15.19682002,-12.15260600,-10.24480300,1.90780300,-15.69871516,0.43246843,0.39588715,-0.03658128,-8.45871686,9.72215400,8.46820520,-1.25394880,-12.89784959,-2.43045180,-1.77659820,0.65385360,-26.90255367,2.64844270,2.42557070,-0.22287200,-8.41520944,13.65721700,12.59426200,-1.06295500,-7.78310105,15.09368300,12.68600800,-2.40767500,-15.95154079,0.57999830,0.50392036,-0.07607794,-13.11692465,2.75942000,2.49792080,-0.26149920,-9.47660016,0.49601285,0.44372283,-0.05229002,-10.54206963,2967.53170000,2652.61240000,-314.91930000,-10.61216296,5320.87380000,4619.06660000,-701.80720000,-13.18969828,0.32086016,0.24295945,-0.07790071,-24.27871070,1.65641700,1.53812500,-0.11829200,-7.14143842,38.27758000,35.40072400,-2.87685600,-7.51577294,0.14994927,0.10954079,-0.04040848,-26.94810051,0.46639866,0.42251858,-0.04388008,-9.40827746,
C3: Min (node 4648) → C2: Min (node 4664) in NEF (0.99998440),-0.15624060,-0.10515804,0.05108256,-32.69480532,293.65575000,291.27125000,-2.38450000,-0.81200521,10.98193800,10.49813600,-0.48380200,-4.40543372,159.81734000,157.34118000,-2.47616000,-1.54936880,81.10859800,86.18762800,5.07903000,6.26201183,0.10662710,0.07325699,-0.03337011,-31.29608420,-0.14701557,-0.16143616,-0.01442059,9.80888623,0.25364267,0.23469315,-0.01894952,-7.47095116,0.15955820,0.10154776,-0.05801044,-36.35691553,-0.27414345,-0.29842652,-0.02428307,8.85779689,-6.49881340,-6.90703720,-0.40822380,6.28151287,0.43370165,0.39997428,-0.03372737,-7.77662939,9.64636570,9.24182140,-0.40454430,-4.19374833,3.14755230,2.33478420,-0.81276810,-25.82222700,1.61373470,1.65715420,0.04341950,2.69062195,9.22855090,9.63291830,0.40436740,4.38169984,5.40221670,5.67652930,0.27431260,5.07777853,0.20758860,0.22548612,0.01789752,8.62162951,1.56636520,1.62922310,0.06285790,4.01297858,0.24291569,0.25866603,0.01575034,6.48387101,1666.47960000,1741.98880000,75.50920000,4.53106057,2690.94590000,2805.76180000,114.81590000,4.26674873,-0.15955820,-0.10154776,0.05801044,-36.35691553,1.12790340,1.13982220,0.01191880,1.05672170,23.08376900,24.00712000,0.92335100,4.00000104,0.07387022,0.06204019,-0.01183003,-16.01460751,0.28126749,0.28653240,0.00526491,1.87185160,
C4: Min (node 3369) → C1: Min (node 3387) in NEF (0.99996386),-0.13083066,-0.19986507,-0.06903441,52.76623232,491.94699000,508.28969000,16.34270000,3.32204492,12.56704400,12.99158000,0.42453600,3.37816912,210.64648000,222.36028000,11.71380000,5.56088096,843.58096000,826.07312000,-17.50784000,-2.07541906,0.08894960,0.13243229,0.04348269,48.88464139,-0.17429364,-0.16296258,0.01133106,-6.50113223,0.26324323,0.29539486,0.03215163,12.21365883,0.11135914,0.18905631,0.07769717,69.77170442,-0.33822711,-0.31993351,0.01829360,-5.40867348,-10.53673200,-10.01928900,0.51744300,-4.91084902,0.44958625,0.50898982,0.05940357,13.21294190,9.83773860,11.06762800,1.22988940,12.50174913,-0.69899293,1.04833890,1.74733183,-249.97846974,1.93240750,1.90979640,-0.02261110,-1.17009999,11.89991600,11.56341100,-0.33650500,-2.82779307,6.22701930,5.93737900,-0.28964030,-4.65134740,0.25884796,0.24030602,-0.01854194,-7.16325522,1.89246440,1.84288830,-0.04957610,-2.61965826,0.30026280,0.28498855,-0.01527425,-5.08696049,1902.32880000,1875.06110000,-27.26770000,-1.43338523,3068.07230000,3009.34330000,-58.72900000,-1.91419870,-0.11135914,-0.18905631,-0.07769717,69.77170442,1.33188190,1.33981930,0.00793740,0.59595374,29.30558300,28.90531600,-0.40026700,-1.36583872,-0.17280058,-0.13551539,0.03728519,-21.57700512,0.29326781,0.29571350,0.00244569,0.83394424,
C4: Min (node 4264) → C1: Min (node 2132) in NEF (0.99991669),-0.09114129,-0.05209877,0.03904251,-42.83735317,321.98819000,315.93003000,-6.05816000,-1.88148516,12.07892000,11.18026700,-0.89865300,-7.43984562,179.71530000,169.93031000,-9.78499000,-5.44471728,314.03013000,253.11961000,-60.91052000,-19.39639359,0.05763315,0.04541182,-0.01222133,-21.20538067,-0.18821912,-0.16291130,0.02530782,-13.44593472,0.24585226,0.20832311,-0.03752915,-15.26491967,0.07181354,0.04191398,-0.02989956,-41.63499332,-0.34925119,-0.30679849,0.04245270,-12.15534870,-10.22339500,-9.21513390,1.00826110,-9.86229232,0.42106473,0.34871247,-0.07235226,-17.18316801,9.55104010,7.47477250,-2.07626760,-21.73865441,-0.67235478,-1.74036140,-1.06800662,158.84569453,1.87941540,1.66332000,-0.21609540,-11.49801156,12.17165100,9.94364610,-2.22800490,-18.30487006,6.60046740,5.97795280,-0.62251460,-9.43137148,0.27437165,0.24194818,-0.03242347,-11.81735431,1.84783090,1.65712740,-0.19070350,-10.32039782,0.29804569,0.26853686,-0.02950883,-9.90077394,1910.01670000,1767.18960000,-142.82710000,-7.47779326,3099.51760000,2859.83460000,-239.68300000,-7.73291302,-0.07181354,-0.04191398,0.02989956,-41.63499332,1.28332400,1.12624620,-0.15707780,-12.23991759,29.11067100,24.50850100,-4.60217000,-15.80921992,-0.13151175,-0.15892654,-0.02741479,20.84588639,0.29131728,0.25073224,-0.04058504,-13.93155943,
C4: Min (node 5024) → C1: Min (node 766) in NEF (0.99996044),0.15712369,0.21403685,0.05691316,36.22188354,287.60454000,325.24089000,37.63635000,13.08614600,10.68479300,11.09197500,0.40718200,3.81085530,180.25372000,201.76879000,21.51507000,11.93599222,427.31217000,481.24915000,53.93698000,12.62238330,-0.14658274,-0.17784410,-0.03126136,21.32676739,-0.32984641,-0.38462083,-0.05477442,16.60603794,0.18326367,0.20677673,0.02351306,12.83018069,-0.18317269,-0.23097029,-0.04779760,26.09428294,-0.53971072,-0.63128467,-0.09157395,16.96722830,-9.10747250,-11.01155900,-1.90408650,20.90685972,0.35653804,0.40031438,0.04377634,12.27816813,10.47882000,11.70358200,1.22476200,11.68797632,1.37134770,0.69202253,-0.67932517,-49.53704812,2.25302540,2.46481060,0.21178520,9.40003606,16.44124900,17.46721800,1.02596900,6.24021326,11.22918000,12.79224300,1.56306300,13.91965397,0.46678039,0.51774580,0.05096541,10.91849853,2.26615890,2.50182540,0.23566650,10.39938108,0.40169151,0.44647458,0.04478307,11.14862248,2419.48610000,2663.43270000,243.94660000,10.08257911,4090.89110000,4591.70660000,500.81550000,12.24221051,0.18317269,0.23097029,0.04779760,26.09428294,1.44964240,1.57186150,0.12221910,8.43098270,41.51146300,44.33388800,2.82242500,6.79914606,0.23946407,0.25651494,0.01705087,7.12042938,0.41541491,0.45355426,0.03813935,9.18102578,
H1: Min (node 4624) → H5: Min (node 4667) in NEF (0.99999628),0.06089467,0.06274298,0.00184832,3.03527082,1474.70960000,1472.39800000,-2.31160000,-0.15674951,56.78017400,54.65741500,-2.12275900,-3.73855670,1153.22660000,1159.25000000,6.02340000,0.52230845,1307.05770000,1321.50790000,14.45020000,1.10555181,-0.00000000,-0.00000000,0.00000000,-66.84261095,-0.16541451,-0.16495464,0.00045987,-0.27801068,0.16541451,0.16495464,-0.00045987,-0.27801068,-0.00000000,0.00000000,0.00000000,-160.51357084,-0.34082917,-0.33915394,0.00167523,-0.49151603,-11.74498700,-11.54828100,0.19670600,-1.67480815,0.34082917,0.33915394,-0.00167523,-0.49151603,11.74498700,11.54828100,-0.19670600,-1.67480815,0.00000003,0.00000001,-0.00000002,-61.59203745,0.93910533,0.93725702,-0.00184831,-0.19681605,30.52856200,30.91078900,0.38222700,1.25203080,3236.47360000,3234.93780000,-1.53580000,-0.04745288,1.00000000,1.00000000,0.00000000,0.00000000,0.58304422,0.58300069,-0.00004353,-0.00746599,1.00000000,1.00000000,0.00000000,0.00000000,3831.92110000,3843.38180000,11.46070000,0.29908497,3831.92110000,3843.38180000,11.46070000,0.29908497,0.00000000,-0.00000000,-0.00000000,-160.51357084,0.93910533,0.93725702,-0.00184831,-0.19681605,48.24948800,48.00074700,-0.24874100,-0.51553086,0.06089467,0.06274298,0.00184832,3.03527082,1.00000000,1.00000000,0.00000000,0.00000000,
H2: Min (node 2921) → H6: Min (node 1025) in NEF (0.99977674),0.04291378,0.08870694,0.04579316,106.70969341,1005.83870000,1201.90960000,196.07090000,19.49327462,55.35047800,60.83905300,5.48857500,9.91603903,768.31438000,895.97134000,127.65696000,16.61519859,1611.03310000,1881.00850000,269.97540000,16.75790522,-0.02879410,-0.02484732,0.00394678,-13.70690129,-0.14044386,-0.14980754,-0.00936368,6.66720496,0.11164975,0.12496021,0.01331046,11.92162096,-0.05161045,-0.04526522,0.00634523,-12.29446824,-0.28829166,-0.30676025,-0.01846859,6.40621723,-8.25231550,-9.49815590,-1.24584040,15.09685857,0.23668120,0.26149503,0.02481383,10.48407309,8.42389660,9.28457270,0.86067610,10.21707816,0.17158108,-0.21358326,-0.38516434,-224.47949389,0.73680177,0.75509663,0.01829486,2.48300978,24.48860200,24.29220600,-0.19639600,-0.80198943,2495.98920000,2759.20130000,263.21210000,10.54540220,0.79386395,0.85804944,0.06418549,8.08520024,0.44820974,0.47139572,0.02318598,5.17302011,0.77971555,0.84380357,0.06408802,8.21941027,2830.85380000,3213.12260000,382.26880000,13.50365745,2830.85380000,3213.12260000,382.26880000,13.50365745,0.05161045,0.04526522,-0.00634523,-12.29446824,0.73680177,0.75509663,0.01829486,2.48300978,41.00352300,40.14087000,-0.86265300,-2.10385093,0.04619024,0.08424096,0.03805071,82.37824242,0.78299202,0.83933759,0.05634557,7.19618701,
H2: Min (node 3688) → H6: Min (node 1504) in NEF (0.99867102),-0.05406743,-0.03722373,0.01684370,-31.15313415,644.56379000,516.57932000,-127.98447000,-19.85598198,17.68760900,11.77909600,-5.90851300,-33.40481464,315.12608000,250.99441000,-64.13167000,-20.35111470,932.13606000,654.50283000,-277.63323000,-29.78462500,0.02879410,0.02484732,-0.00394678,-13.70690129,-0.02586723,-0.01527606,0.01059117,-40.94436773,0.05466133,0.04012338,-0.01453795,-26.59641274,0.05161045,0.04526522,-0.00634523,-12.29446631,-0.05501736,-0.03218018,0.02283718,-41.50903855,-2.50719640,-1.43378380,1.07341260,-42.81326345,0.10662782,0.07744541,-0.02918241,-27.36847757,2.33561530,1.64736710,-0.68824820,-29.46753260,-0.17158109,0.21358325,0.38516434,-224.47948081,0.27435188,0.19342016,-0.08093172,-29.49924017,3.94239960,2.67365700,-1.26874260,-32.18198886,648.11275000,456.46572000,-191.64703000,-29.57001386,0.20613605,0.14195056,-0.06418549,-31.13744054,0.16355674,0.11670684,-0.04684990,-28.64443251,0.22028445,0.15619643,-0.06408802,-29.09330186,808.59095000,591.79284000,-216.79811000,-26.81183978,808.59095000,591.79284000,-216.79811000,-26.81183978,-0.05161045,-0.04526522,0.00634523,-12.29446631,0.27435188,0.19342016,-0.08093172,-29.49924017,11.36421800,7.68359360,-3.68062440,-32.38783698,-0.05734389,-0.03275775,0.02458615,-42.87491633,0.21700798,0.16066241,-0.05634557,-25.96474563,
H3: Min (node 4264) → H4: Min (node 1877) in NEF (0.99989544),0.11951322,0.05448589,-0.06502733,-54.41015563,1551.10970000,1477.07480000,-74.03490000,-4.77302798,69.41648900,66.39902400,-3.01746500,-4.34689948,1197.61750000,1131.62600000,-65.99150000,-5.51023177,1280.00070000,1298.11290000,18.11220000,1.41501485,-0.00000000,0.00000000,0.00000000,-211.18829927,-0.16266218,-0.16520926,-0.00254708,1.56587106,0.16266218,0.16520926,0.00254708,1.56587106,0.00000000,0.00000000,-0.00000000,-75.20611229,-0.32689535,-0.33542159,-0.00852624,2.60824756,-10.84653900,-10.72877900,0.11776000,-1.08569194,0.32689535,0.33542159,0.00852624,2.60824756,10.84653900,10.72877900,-0.11776000,-1.08569194,-0.00000000,0.00000002,0.00000003,-624.67788808,0.88048678,0.94551411,0.06502733,7.38538403,27.89877900,29.55499300,1.65621400,5.93651070,3291.37310000,3210.06340000,-81.30970000,-2.47038842,1.00000000,1.00000000,0.00000000,0.00000000,0.56424697,0.59058192,0.02633495,4.66727362,1.00000000,1.00000000,0.00000000,0.00000000,3984.98790000,3815.79520000,-169.19270000,-4.24575191,3984.98790000,3815.79520000,-169.19270000,-4.24575191,-0.00000000,-0.00000000,0.00000000,-75.20611229,0.88048678,0.94551411,0.06502733,7.38538403,43.52506700,47.80125100,4.27618400,9.82464657,0.11951322,0.05448589,-0.06502733,-54.41015563,1.00000000,1.00000000,0.00000000,0.00000000,
H4: Min (node 4264) → H4: Min (node 1877) in NEF (0.99989544),0.11951322,0.05448589,-0.06502733,-54.41015563,1551.10970000,1477.07480000,-74.03490000,-4.77302798,69.41648900,66.39902400,-3.01746500,-4.34689948,1197.61750000,1131.62600000,-65.99150000,-5.51023177,1280.00070000,1298.11290000,18.11220000,1.41501485,-0.00000000,0.00000000,0.00000000,-211.18829927,-0.16266218,-0.16520926,-0.00254708,1.56587106,0.16266218,0.16520926,0.00254708,1.56587106,0.00000000,0.00000000,-0.00000000,-75.20611229,-0.32689535,-0.33542159,-0.00852624,2.60824756,-10.84653900,-10.72877900,0.11776000,-1.08569194,0.32689535,0.33542159,0.00852624,2.60824756,10.84653900,10.72877900,-0.11776000,-1.08569194,-0.00000000,0.00000002,0.00000003,-624.67788808,0.88048678,0.94551411,0.06502733,7.38538403,27.89877900,29.55499300,1.65621400,5.93651070,3291.37310000,3210.06340000,-81.30970000,-2.47038842,1.00000000,1.00000000,0.00000000,0.00000000,0.56424697,0.59058192,0.02633495,4.66727362,1.00000000,1.00000000,0.00000000,0.00000000,3984.98790000,3815.79520000,-169.19270000,-4.24575191,3984.98790000,3815.79520000,-169.19270000,-4.24575191,-0.00000000,-0.00000000,0.00000000,-75.20611229,0.88048678,0.94551411,0.06502733,7.38538403,43.52506700,47.80125100,4.27618400,9.82464657,0.11951322,0.05448589,-0.06502733,-54.41015563,1.00000000,1.00000000,0.00000000,0.00000000,
H5: Min (node 4624) → H5: Min (node 4667) in NEF (0.99999628),0.06089467,0.06274298,0.00184832,3.03527082,1474.70960000,1472.39800000,-2.31160000,-0.15674951,56.78017400,54.65741500,-2.12275900,-3.73855670,1153.22660000,1159.25000000,6.02340000,0.52230845,1307.05770000,1321.50790000,14.45020000,1.10555181,-0.00000000,-0.00000000,0.00000000,-66.84261095,-0.16541451,-0.16495464,0.00045987,-0.27801068,0.16541451,0.16495464,-0.00045987,-0.27801068,-0.00000000,0.00000000,0.00000000,-160.51357084,-0.34082917,-0.33915394,0.00167523,-0.49151603,-11.74498700,-11.54828100,0.19670600,-1.67480815,0.34082917,0.33915394,-0.00167523,-0.49151603,11.74498700,11.54828100,-0.19670600,-1.67480815,0.00000003,0.00000001,-0.00000002,-61.59203745,0.93910533,0.93725702,-0.00184831,-0.19681605,30.52856200,30.91078900,0.38222700,1.25203080,3236.47360000,3234.93780000,-1.53580000,-0.04745288,1.00000000,1.00000000,0.00000000,0.00000000,0.58304422,0.58300069,-0.00004353,-0.00746599,1.00000000,1.00000000,0.00000000,0.00000000,3831.92110000,3843.38180000,11.46070000,0.29908497,3831.92110000,3843.38180000,11.46070000,0.29908497,0.00000000,-0.00000000,-0.00000000,-160.51357084,0.93910533,0.93725702,-0.00184831,-0.19681605,48.24948800,48.00074700,-0.24874100,-0.51553086,0.06089467,0.06274298,0.00184832,3.03527082,1.00000000,1.00000000,0.00000000,0.00000000,
H6: Min (node 2921) → H6: Min (node 1025) in NEF (0.99977674),0.04291378,0.08870694,0.04579316,106.70969341,1005.83870000,1201.90960000,196.07090000,19.49327462,55.35047800,60.83905300,5.48857500,9.91603903,768.31438000,895.97134000,127.65696000,16.61519859,1611.03310000,1881.00850000,269.97540000,16.75790522,-0.02879410,-0.02484732,0.00394678,-13.70690129,-0.14044386,-0.14980754,-0.00936368,6.66720496,0.11164975,0.12496021,0.01331046,11.92162096,-0.05161045,-0.04526522,0.00634523,-12.29446824,-0.28829166,-0.30676025,-0.01846859,6.40621723,-8.25231550,-9.49815590,-1.24584040,15.09685857,0.23668120,0.26149503,0.02481383,10.48407309,8.42389660,9.28457270,0.86067610,10.21707816,0.17158108,-0.21358326,-0.38516434,-224.47949389,0.73680177,0.75509663,0.01829486,2.48300978,24.48860200,24.29220600,-0.19639600,-0.80198943,2495.98920000,2759.20130000,263.21210000,10.54540220,0.79386395,0.85804944,0.06418549,8.08520024,0.44820974,0.47139572,0.02318598,5.17302011,0.77971555,0.84380357,0.06408802,8.21941027,2830.85380000,3213.12260000,382.26880000,13.50365745,2830.85380000,3213.12260000,382.26880000,13.50365745,0.05161045,0.04526522,-0.00634523,-12.29446824,0.73680177,0.75509663,0.01829486,2.48300978,41.00352300,40.14087000,-0.86265300,-2.10385093,0.04619024,0.08424096,0.03805071,82.37824242,0.78299202,0.83933759,0.05634557,7.19618701,
H6: Min (node 3688) → H6: Min (node 1504) in NEF (0.99867102),-0.05406743,-0.03722373,0.01684370,-31.15313415,644.56379000,516.57932000,-127.98447000,-19.85598198,17.68760900,11.77909600,-5.90851300,-33.40481464,315.12608000,250.99441000,-64.13167000,-20.35111470,932.13606000,654.50283000,-277.63323000,-29.78462500,0.02879410,0.02484732,-0.00394678,-13.70690129,-0.02586723,-0.01527606,0.01059117,-40.94436773,0.05466133,0.04012338,-0.01453795,-26.59641274,0.05161045,0.04526522,-0.00634523,-12.29446631,-0.05501736,-0.03218018,0.02283718,-41.50903855,-2.50719640,-1.43378380,1.07341260,-42.81326345,0.10662782,0.07744541,-0.02918241,-27.36847757,2.33561530,1.64736710,-0.68824820,-29.46753260,-0.17158109,0.21358325,0.38516434,-224.47948081,0.27435188,0.19342016,-0.08093172,-29.49924017,3.94239960,2.67365700,-1.26874260,-32.18198886,648.11275000,456.46572000,-191.64703000,-29.57001386,0.20613605,0.14195056,-0.06418549,-31.13744054,0.16355674,0.11670684,-0.04684990,-28.64443251,0.22028445,0.15619643,-0.06408802,-29.09330186,808.59095000,591.79284000,-216.79811000,-26.81183978,808.59095000,591.79284000,-216.79811000,-26.81183978,-0.05161045,-0.04526522,0.00634523,-12.29446631,0.27435188,0.19342016,-0.08093172,-29.49924017,11.36421800,7.68359360,-3.68062440,-32.38783698,-0.05734389,-0.03275775,0.02458615,-42.87491633,0.21700798,0.16066241,-0.05634557,-25.96474563,
Total,0.23612675,0.23365560,-0.00247115,-1.04653537,13864.74442000,13880.47228000,15.72786000,0.11343779,534.03176020,520.19299620,-13.83876400,-2.59137471,9232.08100000,9233.68126000,1.60026000,0.01733369,14689.45365600,14630.09277600,-59.36088000,-0.40410543,0.00000001,0.00000002,0.00000001,111.72860900,-3.89261373,-3.89417746,-0.00156373,0.04017172,3.89261371,3.89417742,0.00156371,0.04017126,-0.00000002,-0.00000000,0.00000002,-92.07009564,-7.10996934,-7.11883905,-0.00886970,0.12475024,-180.12859540,-179.92390960,0.20468580,-0.11363315,7.10996934,7.11883906,0.00886972,0.12475044,180.12859360,179.92391200,-0.20468160,-0.11363082,0.00000021,0.00000017,-0.00000004,-19.15560150,29.76387312,29.76634444,0.00247132,0.00830309,316.35261840,316.37175420,0.01913580,0.00604888,19444.05796800,19421.10084700,-22.95712100,-0.11806754,9.99999998,10.00000000,0.00000002,0.00000020,27.54949934,27.55774794,0.00824860,0.02994102,10.00000000,9.99999998,-0.00000002,-0.00000020,48132.05970000,48219.10448000,87.04478000,0.18084574,65060.15010000,65075.15748000,15.00738000,0.02306693,0.00000002,0.00000000,-0.00000002,-92.07009564,21.76387332,21.76634444,0.00247112,0.01135423,652.28106200,650.31835520,-1.96270680,-0.30089894,0.23612676,0.23365561,-0.00247115,-1.04653704,9.99999998,10.00000000,0.00000002,0.00000020,
Max basin decomposition according to INS: Electron Density SCF
C1: Max (node 6092) → C1: Max (node 6148) in NEF (0.99990408),-0.08057100,-0.06671586,0.01385515,-17.19619650,435.92747000,430.79252000,-5.13495000,-1.17793678,13.65341600,13.16096300,-0.49245300,-3.60681166,249.66226000,251.08842000,1.42616000,0.57123572,736.43858000,636.65726000,-99.78132000,-13.54917066,0.06328581,0.06375650,0.00047069,0.74374807,-0.27106036,-0.26277262,0.00828774,-3.05752564,0.33434617,0.32652912,-0.00781705,-2.33801093,0.05401267,0.05194656,-0.00206611,-3.82522670,-0.49303753,-0.47904103,0.01399650,-2.83883055,-12.35201300,-12.00144800,0.35056500,-2.83812039,0.54705019,0.53098760,-0.01606259,-2.93621870,11.82647700,11.08447200,-0.74200500,-6.27410006,-0.52553634,-0.91697561,-0.39143927,74.48376833,2.53784600,2.40319870,-0.13464730,-5.30557410,17.86480200,16.10711800,-1.75768400,-9.83881042,9.60888960,8.95527900,-0.65361060,-6.80214496,0.39942730,0.36245075,-0.03697655,-9.25739177,2.52320410,2.40095630,-0.12224780,-4.84494298,0.40954583,0.38941381,-0.02013202,-4.91569405,2545.95420000,2386.64360000,-159.31060000,-6.25740243,4200.37100000,3950.01130000,-250.35970000,-5.96041873,-0.05401267,-0.05194656,0.00206611,-3.82522670,1.71875430,1.62437110,-0.09438320,-5.49137244,40.39944300,37.14733000,-3.25211300,-8.04989564,-0.11212599,-0.12300212,-0.01087613,9.69991881,0.40428666,0.38003277,-0.02425389,-5.99918137,
C1: Max (node 6114) → C1: Max (node 6168) in NEF (0.99986148),0.01944658,0.01493694,-0.00450965,-23.18991741,363.49517000,390.98343000,27.48826000,7.56220777,10.83046300,11.19851700,0.36805400,3.39832194,174.56972000,181.30645000,6.73673000,3.85904841,594.91249000,593.01013000,-1.90236000,-0.31977140,-0.03224093,-0.02736481,0.00487611,-15.12398558,-0.20322651,-0.22132348,-0.01809697,8.90482743,0.17098559,0.19395867,0.02297308,13.43568192,-0.03814119,-0.02651788,0.01162331,-30.47443300,-0.35935013,-0.39062074,-0.03127061,8.70198934,-8.90084020,-9.39106150,-0.49022130,5.50758455,0.32120894,0.36410286,0.04289392,13.35389980,8.19442180,9.38117110,1.18674930,14.48240436,-0.70641844,-0.00989042,0.69652802,-98.59991994,1.71024730,1.81715310,0.10690580,6.25089717,10.53890900,11.12533600,0.58642700,5.56439950,6.99969140,7.83931290,0.83962150,11.99512167,0.29096680,0.31728378,0.02631698,9.04466764,1.69931360,1.80528740,0.10597380,6.23627093,0.28828232,0.30534834,0.01706602,5.91989824,1808.63050000,1958.96960000,150.33910000,8.31231697,2973.20470000,3264.91690000,291.71220000,9.81137289,0.03814119,0.02651788,-0.01162331,-30.47443300,1.13368270,1.20645640,0.07277370,6.41923000,28.10097600,29.83720900,1.73623300,6.17855052,-0.02296918,0.01432984,0.03729902,-162.38724674,0.28121303,0.30524716,0.02403413,8.54659188,
C1: Max (node 6134) → C1: Max (node 6190) in NEF (0.99983748),-0.00372385,0.01385193,0.01757578,-471.97908442,302.11708000,327.68466000,25.56758000,8.46280521,10.84687800,10.90434200,0.05746400,0.52977456,146.38352000,161.66450000,15.28098000,10.43900297,253.57220000,330.77450000,77.20230000,30.44588484,-0.03104488,-0.03639169,-0.00534680,17.22281198,-0.21807229,-0.22639860,-0.00832631,3.81814214,0.18702741,0.19000692,0.00297951,1.59308734,-0.01587148,-0.02542868,-0.00955721,60.21623320,-0.37480136,-0.38835490,-0.01355354,3.61619285,-8.61474540,-8.85347220,-0.23872680,2.77114168,0.35892988,0.36292622,0.00399634,1.11340410,9.84670010,9.78033830,-0.06636180,-0.67394964,1.23195470,0.92686605,-0.30508865,-24.76459970,1.81675500,1.81757520,0.00082020,0.04514643,12.10910600,11.74182100,-0.36728500,-3.03313060,7.44808620,7.91298310,0.46489690,6.24183028,0.30960591,0.32026547,0.01065956,3.44294461,1.78393650,1.79559740,0.01166090,0.65366116,0.30217185,0.30523785,0.00306600,1.01465441,1877.24690000,1960.07030000,82.82340000,4.41196094,3084.90530000,3245.95630000,161.05100000,5.22061407,0.01587148,0.02542868,0.00955721,60.21623320,1.21241120,1.20709950,-0.00531170,-0.43811044,31.42729800,30.76316500,-0.66413300,-2.11323608,0.07024691,0.07074530,0.00049839,0.70948317,0.31450031,0.31472008,0.00021977,0.06987910,
C2: Max (node 6122) → C2: Max (node 6158) in NEF (0.99996486),0.04555570,0.03423721,-0.01131849,-24.84538104,399.69652000,395.99683000,-3.69969000,-0.92562477,9.53058710,9.63879450,0.10820740,1.13536972,252.32128000,247.87946000,-4.44182000,-1.76038264,295.56362000,270.51160000,-25.05202000,-8.47601609,-0.02847067,-0.02634148,0.00212920,-7.47855899,-0.24051217,-0.23621190,0.00430027,-1.78796358,0.21204150,0.20987042,-0.00217108,-1.02389391,-0.04131534,-0.03858873,0.00272661,-6.59951437,-0.41533682,-0.40958136,0.00575546,-1.38573315,-9.44827170,-9.51934950,-0.07107780,0.75228362,0.37402148,0.37099263,-0.00302885,-0.80980643,5.15216090,5.06433890,-0.08782200,-1.70456633,-4.29611080,-4.45501060,-0.15889980,3.69868952,1.81732550,1.83640700,0.01908150,1.04997701,7.36748230,7.51748310,0.15000080,2.03598453,8.06678140,7.96655250,-0.10022890,-1.24248935,0.30997866,0.31645164,0.00647298,2.08820181,1.83727870,1.84908780,0.01180910,0.64274952,0.31048020,0.31177404,0.00129384,0.41672223,1964.57220000,1980.77090000,16.19870000,0.82454083,3334.57230000,3326.13160000,-8.44070000,-0.25312692,0.04131534,0.03858873,-0.00272661,-6.59951437,1.19636510,1.21285900,0.01649390,1.37866777,21.18516000,21.66698100,0.48182100,2.27433260,-0.26852378,-0.28479436,-0.01627058,6.05926969,0.25813362,0.25860211,0.00046849,0.18149128,
