Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
C2: Max (node 6098) → C2: Max (node 6158) in NEF (0.99986191),-0.04448733,-0.03681669,0.00767064,-17.24230317,375.91686000,388.05499000,12.13813000,3.22894004,8.24078570,9.07507010,0.83428440,10.12384535,243.78858000,243.24693000,-0.54165000,-0.22218022,229.23873000,273.62426000,44.38553000,19.36214269,0.02310452,0.01842484,-0.00467967,-20.25435633,-0.15800193,-0.19144558,-0.03344365,21.16660853,0.18110644,0.20987042,0.02876398,15.88236178,0.03863771,0.03295541,-0.00568230,-14.70661510,-0.28024172,-0.33803722,-0.05779550,20.62344607,-7.64633170,-8.51350360,-0.86717190,11.34101860,0.31887943,0.37099263,0.05211320,16.34260322,4.25229400,5.06433890,0.81204490,19.09663114,-3.39403770,-3.44916470,-0.05512700,1.62423063,1.50137840,1.69671740,0.19533900,13.01064409,6.18617320,6.93014420,0.74397100,12.02635258,5.59052670,6.62573430,1.03520760,18.51717478,0.22762080,0.26319095,0.03557015,15.62693304,1.48440780,1.68257150,0.19816370,13.34968059,0.24281518,0.27665012,0.03383494,13.93444183,1616.36620000,1797.47420000,181.10800000,11.20463915,2613.25850000,2957.10380000,343.84530000,13.15772244,-0.03863771,-0.03295541,0.00568230,-14.70661510,1.01574810,1.14341720,0.12766910,12.56897256,17.29470100,19.72996900,2.43526800,14.08100666,-0.28349385,-0.28381777,-0.00032392,0.11425997,0.20298076,0.23548327,0.03250251,16.01260632,
C2: Max (node 6122) → C2: Max (node 6114) in NEF (0.99995776),-0.02043339,0.00177444,0.02220783,-108.68401817,342.65408000,354.30521000,11.65113000,3.40026011,10.44902000,10.03761500,-0.41140500,-3.93725919,144.34628000,145.10134000,0.75506000,0.52308934,66.53265400,94.64683200,28.11417800,42.25621001,-0.00631290,-0.01760728,-0.01129438,178.90939641,-0.21156879,-0.21681179,-0.00524300,2.47815380,0.20525588,0.19920451,-0.00605137,-2.94820787,0.01323435,-0.00589907,-0.01913342,-144.57396761,-0.36946265,-0.37547871,-0.00601606,1.62832698,-7.54371060,-7.21505080,0.32865980,-4.35673924,0.38269699,0.36957964,-0.01311735,-3.42760731,10.09298200,9.61593260,-0.47704940,-4.72654563,2.54927130,2.40088170,-0.14838960,-5.82086340,1.81340700,1.77133540,-0.04207160,-2.32003075,10.31150200,9.78368920,-0.52781280,-5.11868009,7.15470450,7.56295400,0.40824950,5.70602881,0.29130700,0.30041969,0.00911269,3.12820838,1.79209070,1.76003810,-0.03205260,-1.78855903,0.29882893,0.29551831,-0.00331062,-1.10786462,1890.52370000,1910.90060000,20.37690000,1.07784420,3117.52800000,3186.55610000,69.02810000,2.21419343,-0.01323435,0.00589907,0.01913342,-144.57396761,1.21574910,1.18029880,-0.03545030,-2.91592237,28.01058500,27.16088700,-0.84969800,-3.03348895,0.15908508,0.17370603,0.01462095,9.19064817,0.32874867,0.32417358,-0.00457509,-1.39166799,
C2: Max (node 6148) → C2: Max (node 6134) in NEF (0.99998008),0.04082987,0.02108497,-0.01974490,-48.35896485,389.96726000,380.45362000,-9.51364000,-2.43959967,12.81604100,12.04540300,-0.77063800,-6.01307377,195.02454000,196.59123000,1.56669000,0.80332967,218.09630000,231.20128000,13.10498000,6.00880437,-0.01679161,-0.00081756,0.01597405,-95.13112780,-0.35225346,-0.33308915,0.01916431,-5.44048879,0.33546184,0.33227159,-0.00319025,-0.95100236,-0.05187206,-0.02705634,0.02481572,-47.84024655,-0.60550059,-0.57437096,0.03112963,-5.14113950,-11.34638900,-10.77841900,0.56797000,-5.00573354,0.55362853,0.54731462,-0.00631391,-1.14045965,12.19115600,11.82670200,-0.36445400,-2.98949501,0.84476638,1.04828300,0.20351662,24.09146775,2.70930550,2.54590440,-0.16340110,-6.03110650,16.60118500,15.06612400,-1.53506100,-9.24669534,11.81547100,10.98594000,-0.82953100,-7.02071885,0.48107220,0.43638937,-0.04468283,-9.28817545,2.74167250,2.57273810,-0.16893440,-6.16172792,0.45835589,0.42783157,-0.03052432,-6.65952389,2803.85010000,2631.40150000,-172.44860000,-6.15042152,4760.80140000,4468.94190000,-291.85950000,-6.13046997,0.05187206,0.02705634,-0.02481572,-47.84024655,1.79259370,1.69024130,-0.10235240,-5.70973780,39.89835900,36.89415600,-3.00420300,-7.52964050,0.10031791,0.09615445,-0.00416346,-4.15026190,0.46827056,0.44034315,-0.02792741,-5.96394742,
C3: Max (node 6112) → C2: Max (node 6134) in NEF (0.99997728),0.00177064,0.02108497,0.01931433,1090.81076691,374.53176000,380.45362000,5.92186000,1.58113694,11.37614500,12.04540300,0.66925800,5.88299463,196.02193000,196.59123000,0.56930000,0.29042669,229.89734000,231.20128000,1.30394000,0.56718360,0.01677041,-0.00081756,-0.01758797,-104.87502738,-0.31181331,-0.33308915,-0.02127584,6.82326229,0.32858372,0.33227159,0.00368787,1.12235323,-0.00257863,-0.02705634,-0.02447771,949.25398255,-0.53883958,-0.57437096,-0.03553138,6.59405532,-10.10024200,-10.77841900,-0.67817700,6.71446288,0.53626096,0.54731462,0.01105366,2.06124645,11.12163400,11.82670200,0.70506800,6.33960801,1.02139190,1.04828300,0.02689110,2.63278963,2.37490470,2.54590440,0.17099970,7.20027629,13.22614600,15.06612400,1.83997800,13.91167162,10.66118200,10.98594000,0.32475800,3.04617255,0.41084807,0.43638937,0.02554130,6.21672629,2.39798280,2.57273810,0.17475530,7.28759606,0.39611255,0.42783157,0.03171902,8.00757764,2475.96190000,2631.40150000,155.43960000,6.27794798,4255.35350000,4468.94190000,213.58840000,5.01928688,0.00257863,0.02705634,0.02447771,949.25398255,1.58267960,1.69024130,0.10756170,6.79617656,33.65878000,36.89415600,3.23537600,9.61227947,0.07614905,0.09615445,0.02000541,26.27138362,0.40850896,0.44034315,0.03183419,7.79277644,
C3: Max (node 6134) → C2: Max (node 6114) in NEF (0.99982389),0.03546325,0.00177444,-0.03368881,-94.99640022,353.74722000,354.30521000,0.55799000,0.15773693,9.97830540,10.03761500,0.05930960,0.59438550,147.62714000,145.10134000,-2.52580000,-1.71093201,161.13935000,94.64683200,-66.49251800,-41.26398549,-0.03312943,-0.01760728,0.01552215,-46.85304256,-0.22699998,-0.21681179,0.01018819,-4.48818982,0.19387055,0.19920451,0.00533396,2.75129977,-0.03607201,-0.00589907,0.03017293,-83.64639577,-0.39377129,-0.37547871,0.01829258,-4.64548342,-7.50538700,-7.21505080,0.29033620,-3.86837081,0.35769928,0.36957964,0.01188036,3.32132623,9.17925360,9.61593260,0.43667900,4.75723865,1.67386660,2.40088170,0.72701510,43.43327599,1.75516560,1.77133540,0.01616980,0.92126920,9.25279660,9.78368920,0.53089260,5.73764477,7.67091750,7.56295400,-0.10796350,-1.40743920,0.29561279,0.30041969,0.00480690,1.62607985,1.76091780,1.76003810,-0.00087970,-0.04995690,0.29843815,0.29551831,-0.00291984,-0.97837358,1902.74560000,1910.90060000,8.15500000,0.42859119,3203.05060000,3186.55610000,-16.49450000,-0.51496221,0.03607201,0.00589907,-0.03017293,-83.64639577,1.15828930,1.18029880,0.02200950,1.90017295,26.26344800,27.16088700,0.89743900,3.41706466,0.15735528,0.17370603,0.01635075,10.39097639,0.31875349,0.32417358,0.00542009,1.70040177,
C3: Max (node 6160) → C2: Max (node 6158) in NEF (0.99994659),-0.03927369,-0.03681669,0.00245699,-6.25607707,401.10538000,388.05499000,-13.05039000,-3.25360632,9.92932650,9.07507010,-0.85425640,-8.60336701,249.89436000,243.24693000,-6.64743000,-2.66009605,309.39236000,273.62426000,-35.76810000,-11.56075735,0.01635902,0.01842484,0.00206583,12.62805551,-0.22251363,-0.19144558,0.03106805,-13.96231323,0.23887265,0.20987042,-0.02900223,-12.14129370,0.03865063,0.03295541,-0.00569522,-14.73513771,-0.38668897,-0.33803722,0.04865175,-12.58162342,-8.80215720,-8.51350360,0.28865360,-3.27935066,0.42533960,0.37099263,-0.05434697,-12.77731253,6.10689880,5.06433890,-1.04255990,-17.07183849,-2.69525840,-3.44916470,-0.75390630,27.97157779,1.87196950,1.69671740,-0.17525210,-9.36191001,7.81638210,6.93014420,-0.88623790,-11.33821106,7.61710780,6.62573430,-0.99137350,-13.01509085,0.29353914,0.26319095,-0.03034819,-10.33872008,1.85255340,1.68257150,-0.16998190,-9.17554657,0.30544930,0.27665012,-0.02879918,-9.42846489,1971.83490000,1797.47420000,-174.36070000,-8.84256080,3278.49270000,2957.10380000,-321.38890000,-9.80294695,-0.03865063,-0.03295541,0.00569522,-14.73513771,1.26107090,1.14341720,-0.11765370,-9.32966576,22.47200100,19.72996900,-2.74203200,-12.20199305,-0.23554411,-0.28381777,-0.04827366,20.49453073,0.27273756,0.23548327,-0.03725429,-13.65939110,
C4: Max (node 6118) → C1: Max (node 6194) in NEF (0.99961338),-0.04611021,0.01089057,0.05700078,-123.61856084,296.16521000,330.13074000,33.96553000,11.46844020,9.50594390,11.01468100,1.50873710,15.87151277,153.90706000,162.34723000,8.44017000,5.48393946,323.49264000,330.77450000,7.28186000,2.25101257,-0.00331061,-0.03186732,-0.02855671,862.58044241,-0.16203014,-0.22187424,-0.05984410,36.93393093,0.15871953,0.19000692,0.03128739,19.71237566,0.02303248,-0.02243563,-0.04546811,-197.40864662,-0.28155948,-0.38536185,-0.10380237,36.86694193,-7.39952730,-9.23612960,-1.83660230,24.82053550,0.30459196,0.36292622,0.05833426,19.15160860,8.28236310,9.78033830,1.49797520,18.08632611,0.88283580,0.54420861,-0.33862719,-38.35675785,1.53099420,1.81552320,0.28452900,18.58459033,10.22437800,11.52707600,1.30269800,12.74109780,5.75566800,7.74880850,1.99314050,34.62917771,0.24469619,0.31362076,0.06892457,28.16740628,1.48463280,1.79510680,0.31047400,20.91251116,0.24748067,0.30440229,0.05692162,23.00043070,1591.19600000,1955.28640000,364.09040000,22.88155576,2550.64380000,3233.80310000,683.15930000,26.78379866,-0.02303248,0.02243563,0.04546811,-197.40864662,1.03603290,1.20671860,0.17068570,16.47493048,26.27529600,30.29883300,4.02353700,15.31300351,0.00551570,0.04429546,0.03877977,703.08008959,0.25608499,0.30996977,0.05388478,21.04175649,
C4: Max (node 6146) → C1: Max (node 6170) in NEF (0.99990636),-0.07304257,-0.03363074,0.03941183,-53.95734791,377.69197000,380.67920000,2.98723000,0.79091700,10.99246200,10.82719100,-0.16527100,-1.50349394,165.12285000,177.96810000,12.84525000,7.77920803,557.85659000,588.70420000,30.84761000,5.52966668,0.01718815,0.00158603,-0.01560212,-90.77252973,-0.17047677,-0.19237263,-0.02189586,12.84389656,0.18766492,0.19395867,0.00629375,3.35371683,0.04803265,0.02295924,-0.02507341,-52.20076652,-0.30780688,-0.34114362,-0.03333674,10.83040769,-8.33802210,-8.36836080,-0.03033870,0.36385967,0.35583953,0.36410286,0.00826333,2.32220687,9.42505190,9.38117110,-0.04388080,-0.46557622,1.08702980,1.01281020,-0.07421960,-6.82774290,1.68224900,1.72184750,0.03959850,2.35390242,10.89081600,10.66180300,-0.22901300,-2.10280846,6.06163180,6.97660450,0.91497270,15.09449485,0.25770392,0.28236703,0.02466311,9.57032784,1.62971010,1.69032080,0.06061070,3.71910931,0.26820108,0.28136946,0.01316838,4.90989074,1709.39560000,1834.76780000,125.37220000,7.33429991,2751.62390000,3014.27260000,262.64870000,9.54522528,-0.04803265,-0.02295924,0.02507341,-52.20076652,1.14584690,1.15910860,0.01326170,1.15737102,28.60548300,28.51602900,-0.08945400,-0.31271627,-0.00947593,0.02853811,0.03801404,-401.16401712,0.27879552,0.29173093,0.01293541,4.63974816,
C4: Max (node 6166) → C1: Max (node 6146) in NEF (0.99994275),0.02590216,-0.01518682,-0.04108898,-158.63149158,471.62736000,438.65067000,-32.97669000,-6.99210707,15.22384200,13.42195000,-1.80189200,-11.83598726,260.40992000,253.74405000,-6.66587000,-2.55976040,714.40365000,640.96318000,-73.44047000,-10.27996847,-0.01387754,0.03028129,0.04415883,-318.20354066,-0.34115690,-0.29624783,0.04490907,-13.16375838,0.32727935,0.32652912,-0.00075023,-0.22923231,-0.07106513,-0.00052361,0.07054152,-99.26319767,-0.60757347,-0.53151121,0.07606226,-12.51902260,-14.27294800,-12.64149100,1.63145700,-11.43041367,0.53650833,0.53098760,-0.00552073,-1.02901105,12.30308200,11.08447200,-1.21861000,-9.90491651,-1.96986560,-1.55701880,0.41284680,-20.95812019,2.88000730,2.50055630,-0.37945100,-13.17534855,20.92339600,16.78539600,-4.13800000,-19.77690428,11.70439100,9.98216200,-1.72222900,-14.71438369,0.49759990,0.40401221,-0.09358769,-18.80781929,2.89801910,2.51641340,-0.38160570,-13.16781176,0.48431825,0.41422825,-0.07009000,-14.47188909,2935.08960000,2515.62930000,-419.46030000,-14.29122641,4882.22260000,4212.80880000,-669.41380000,-13.71125110,0.07106513,0.00052361,-0.07054152,-99.26319767,1.91137080,1.67209980,-0.23927100,-12.51829315,47.72303300,38.93284200,-8.79019100,-18.41917927,-0.08929038,-0.11076055,-0.02147016,24.04532694,0.46511949,0.39829930,-0.06682019,-14.36624167,
H1: Max (node 5460) → H5: Max (node 5486) in NEF (0.99977569),-0.01905322,0.06274298,0.08179620,-429.30388081,1367.71400000,1472.39800000,104.68400000,7.65393935,54.61291700,54.65741500,0.04449800,0.08147889,1069.87760000,1159.25000000,89.37240000,8.35351633,1338.14600000,1321.50790000,-16.63810000,-1.24336956,0.00000000,-0.00000000,-0.00000000,-107.34502126,-0.16713182,-0.16495464,0.00217718,-1.30267235,0.16713182,0.16495464,-0.00217718,-1.30267235,0.00000000,0.00000000,-0.00000000,-85.18816140,-0.34759836,-0.33915394,0.00844442,-2.42936129,-11.45012300,-11.54828100,-0.09815800,0.85726590,0.34759836,0.33915394,-0.00844442,-2.42936129,11.45012300,11.54828100,0.09815800,0.85726590,-0.00000003,0.00000001,0.00000004,-142.84900318,1.01905320,0.93725702,-0.08179618,-8.02668398,33.19677900,30.91078900,-2.28599000,-6.88618013,3141.19140000,3234.93780000,93.74640000,2.98442177,1.00000000,1.00000000,0.00000000,0.00000000,0.61323724,0.58300069,-0.03023655,-4.93064479,1.00000000,1.00000000,0.00000000,0.00000000,3623.49520000,3843.38180000,219.88660000,6.06835632,3623.49520000,3843.38180000,219.88660000,6.06835632,-0.00000000,-0.00000000,0.00000000,-85.18816140,1.01905320,0.93725702,-0.08179618,-8.02668398,54.16901600,48.00074700,-6.16826900,-11.38707965,-0.01905322,0.06274298,0.08179620,-429.30386353,1.00000000,1.00000000,0.00000000,0.00000000,
H2: Max (node 5456) → H6: Max (node 5470) in NEF (0.99991522),0.05124262,0.05148321,0.00024059,0.46950171,1747.33260000,1718.48890000,-28.84370000,-1.65072751,74.80732200,72.61814900,-2.18917300,-2.92641541,1152.56030000,1146.96570000,-5.59460000,-0.48540627,2456.28020000,2535.51140000,79.23120000,3.22565805,0.00000000,0.00000000,-0.00000000,-51.06857816,-0.16523685,-0.16508359,0.00015326,-0.09275171,0.16523685,0.16508359,-0.00015326,-0.09275171,-0.00000000,0.00000000,0.00000000,-698.00019631,-0.34055164,-0.33894044,0.00161120,-0.47311474,-11.28036900,-10.93194000,0.34842900,-3.08880853,0.34055164,0.33894044,-0.00161120,-0.47311474,11.28036900,10.93194000,-0.34842900,-3.08880853,0.00000001,-0.00000000,-0.00000001,-115.10866589,0.94875738,0.94851679,-0.00024059,-0.02535843,26.24742200,26.96586300,0.71844100,2.73718691,3222.93730000,3215.66700000,-7.27030000,-0.22557994,1.00000000,1.00000000,0.00000000,0.00000000,0.58677204,0.58810256,0.00133052,0.22675245,1.00000000,1.00000000,0.00000000,0.00000000,3800.30690000,3804.91540000,4.60850000,0.12126652,3800.30690000,3804.91540000,4.60850000,0.12126652,0.00000000,-0.00000000,-0.00000000,-698.00019631,0.94875738,0.94851679,-0.00024059,-0.02535843,48.16931300,47.82446300,-0.34485000,-0.71591222,0.05124263,0.05148321,0.00024058,0.46949780,1.00000000,1.00000000,0.00000000,0.00000000,
H3: Max (node 5452) → H4: Max (node 5462) in NEF (0.99984713),0.03025842,0.05448589,0.02422747,80.06854423,1435.91710000,1477.07480000,41.15770000,2.86630057,65.03978800,66.39902400,1.35923600,2.08985306,1101.14950000,1131.62600000,30.47650000,2.76769866,1379.59740000,1298.11290000,-81.48450000,-5.90639704,-0.00000000,0.00000000,0.00000000,-133.01400156,-0.16600630,-0.16520926,0.00079704,-0.48012636,0.16600630,0.16520926,-0.00079704,-0.48012636,-0.00000000,0.00000000,0.00000000,-126.71951896,-0.33723720,-0.33542159,0.00181561,-0.53837774,-10.56830900,-10.72877900,-0.16047000,1.51840753,0.33723720,0.33542159,-0.00181561,-0.53837774,10.56830900,10.72877900,0.16047000,1.51840753,-0.00000001,0.00000002,0.00000004,-299.33020142,0.96974158,0.94551411,-0.02422747,-2.49834291,30.39611500,29.55499300,-0.84112200,-2.76720232,3179.33630000,3210.06340000,30.72710000,0.96646272,1.00000000,1.00000000,0.00000000,0.00000000,0.60068781,0.59058192,-0.01010589,-1.68238640,1.00000000,1.00000000,0.00000000,0.00000000,3752.41630000,3815.79520000,63.37890000,1.68901569,3752.41630000,3815.79520000,63.37890000,1.68901569,0.00000000,-0.00000000,-0.00000000,-126.71951896,0.96974158,0.94551411,-0.02422747,-2.49834291,49.52828900,47.80125100,-1.72703800,-3.48697287,0.03025842,0.05448589,0.02422747,80.06854423,1.00000000,1.00000000,0.00000000,0.00000000,
H4: Max (node 5466) → H4: Max (node 5462) in NEF (0.99997997),0.08126600,0.05448589,-0.02678011,-32.95364482,1518.89180000,1477.07480000,-41.81700000,-2.75312567,71.20924100,66.39902400,-4.81021700,-6.75504602,1164.19720000,1131.62600000,-32.57120000,-2.79773908,1293.99490000,1298.11290000,4.11800000,0.31823928,0.00000000,0.00000000,0.00000000,2.61353563,-0.16429236,-0.16520926,-0.00091690,0.55809047,0.16429236,0.16520926,0.00091690,0.55809047,-0.00000000,0.00000000,0.00000000,-144.25664508,-0.33311988,-0.33542159,-0.00230171,0.69095546,-10.92827200,-10.72877900,0.19949300,-1.82547616,0.33311988,0.33542159,0.00230171,0.69095546,10.92827200,10.72877900,-0.19949300,-1.82547616,0.00000000,0.00000002,0.00000002,8805.50940136,0.91873400,0.94551411,0.02678011,2.91489267,28.67264500,29.55499300,0.88234800,3.07731638,3247.27660000,3210.06340000,-37.21320000,-1.14598184,1.00000000,1.00000000,0.00000000,0.00000000,0.57901535,0.59058192,0.01156657,1.99762752,1.00000000,1.00000000,0.00000000,0.00000000,3885.35340000,3815.79520000,-69.55820000,-1.79026701,3885.35340000,3815.79520000,-69.55820000,-1.79026701,0.00000000,-0.00000000,-0.00000000,-144.25664508,0.91873400,0.94551411,0.02678011,2.91489267,46.05293500,47.80125100,1.74831600,3.79631830,0.08126600,0.05448589,-0.02678011,-32.95364482,1.00000000,1.00000000,0.00000000,0.00000000,
H5: Max (node 5464) → H5: Max (node 5486) in NEF (0.99982815),0.14171751,0.06274298,-0.07897453,-55.72672495,1559.21550000,1472.39800000,-86.81750000,-5.56802443,54.27058400,54.65741500,0.38683100,0.71278208,1231.30190000,1159.25000000,-72.05190000,-5.85168430,1284.44160000,1321.50790000,37.06630000,2.88579099,0.00000000,-0.00000000,-0.00000000,-119.47838418,-0.16086405,-0.16495464,-0.00409059,2.54288637,0.16086405,0.16495464,0.00409059,2.54288637,-0.00000000,0.00000000,0.00000000,-120.93891633,-0.32575464,-0.33915394,-0.01339930,4.11331056,-11.40253300,-11.54828100,-0.14574800,1.27820722,0.32575464,0.33915394,0.01339930,4.11331056,11.40253300,11.54828100,0.14574800,1.27820722,-0.00000002,0.00000001,0.00000003,-154.47152110,0.85828249,0.93725702,0.07897453,9.20146116,29.03431400,30.91078900,1.87647500,6.46295621,3330.16030000,3234.93780000,-95.22250000,-2.85939689,1.00000000,1.00000000,0.00000000,0.00000000,0.55145489,0.58300069,0.03154580,5.72046791,1.00000000,1.00000000,0.00000000,0.00000000,4041.74730000,3843.38180000,-198.36550000,-4.90791446,4041.74730000,3843.38180000,-198.36550000,-4.90791446,0.00000000,-0.00000000,-0.00000000,-120.93891633,0.85828249,0.93725702,0.07897453,9.20146116,42.79385500,48.00074700,5.20689200,12.16738244,0.14171751,0.06274298,-0.07897453,-55.72672495,1.00000000,1.00000000,0.00000000,0.00000000,
H6: Max (node 5460) → H6: Max (node 5470) in NEF (0.99992715),0.05531551,0.05148321,-0.00383230,-6.92807833,1692.77200000,1718.48890000,25.71690000,1.51921818,73.22984500,72.61814900,-0.61169600,-0.83530970,1150.00750000,1146.96570000,-3.04180000,-0.26450262,2614.78600000,2535.51140000,-79.27460000,-3.03178157,-0.00000000,0.00000000,0.00000000,-183.55064599,-0.16505752,-0.16508359,-0.00002607,0.01579449,0.16505752,0.16508359,0.00002607,0.01579449,0.00000000,0.00000000,0.00000000,3907.01921287,-0.33751772,-0.33894044,-0.00142272,0.42152454,-10.72611500,-10.93194000,-0.20582500,1.91891472,0.33751772,0.33894044,0.00142272,0.42152454,10.72611500,10.93194000,0.20582500,1.91891472,-0.00000002,-0.00000000,0.00000001,-90.83942129,0.94468449,0.94851679,0.00383230,0.40566983,27.45876800,26.96586300,-0.49290500,-1.79507325,3219.71030000,3215.66700000,-4.04330000,-0.12557962,1.00000000,1.00000000,0.00000000,0.00000000,0.58765872,0.58810256,0.00044384,0.07552683,1.00000000,1.00000000,0.00000000,0.00000000,3815.75760000,3804.91540000,-10.84220000,-0.28414279,3815.75760000,3804.91540000,-10.84220000,-0.28414279,-0.00000000,-0.00000000,-0.00000000,3907.01921287,0.94468449,0.94851679,0.00383230,0.40566983,47.39990400,47.82446300,0.42455900,0.89569591,0.05531551,0.05148321,-0.00383230,-6.92808182,1.00000000,1.00000000,0.00000000,0.00000000,
Total,0.23618234,0.23365562,-0.00252672,-1.06981750,13837.75719000,13880.47226000,42.71507000,0.30868492,528.09189250,520.19299620,-7.89889630,-1.49574277,9222.00915000,9233.68116000,11.67201000,0.12656689,14743.83132400,14630.09290400,-113.73842000,-0.77143056,-0.00000000,-0.00000000,0.00000000,-25.12514968,-3.89617901,-3.89417742,0.00200159,-0.05137315,3.89617899,3.89417744,-0.00200155,-0.05137213,-0.00000000,0.00000000,0.00000001,-198.23947730,-7.11592144,-7.11883908,-0.00291764,0.04100158,-180.44514480,-179.92390960,0.52123520,-0.28886075,7.11592142,7.11883908,0.00291766,0.04100186,180.44514500,179.92390980,-0.52123520,-0.28886075,0.00000002,0.00000009,0.00000007,283.90550519,29.76381764,29.76634424,0.00252660,0.00848883,316.76423290,316.37175480,-0.39247810,-0.12390228,19440.90167260,19421.10080660,-19.80086600,-0.10185158,10.00000001,10.00000002,0.00000001,0.00000010,27.55430395,27.55774774,0.00344379,0.01249819,10.00000000,10.00000000,0.00000000,0.00000000,48164.74780000,48219.10440000,54.35660000,0.11285557,65165.20260000,65075.15740000,-90.04520000,-0.13817988,0.00000000,-0.00000000,-0.00000001,-198.23947730,21.76381774,21.76634444,0.00252670,0.01160964,651.85080300,650.31835400,-1.53244900,-0.23509199,0.23618234,0.23365563,-0.00252672,-1.06981545,10.00000000,10.00000000,0.00000000,0.00000000,
Min basin decomposition according to INS: Volume
C1: Min (node 2159) → C1: Min (node 766) in NEF (0.99971369),0.18806539,0.21403685,0.02597146,13.80980307,190.21408000,325.24089000,135.02681000,70.98675871,6.71676090,11.09197500,4.37521410,65.13875014,114.95139000,201.76879000,86.81740000,75.52531553,305.08472000,481.24915000,176.16443000,57.74279026,-0.13061875,-0.17784410,-0.04722535,36.15510790,-0.25007811,-0.38462083,-0.13454272,53.80027864,0.11945936,0.20677673,0.08731737,73.09378687,-0.18414196,-0.23097029,-0.04682833,25.43055912,-0.41252797,-0.63128467,-0.21875670,53.02833163,-7.52563520,-11.01155900,-3.48592380,46.32065875,0.22838601,0.40031438,0.17192837,75.27972926,6.47629980,11.70358200,5.22728220,80.71402439,-1.04933530,0.69202253,1.74135783,-165.94865626,1.40071720,2.46481060,1.06409340,75.96775423,9.07428740,17.46721800,8.39293060,92.49134648,8.27142810,12.79224300,4.52081490,54.65579638,0.31500755,0.51774580,0.20273825,64.35980661,1.45644030,2.50182540,1.04538510,71.77672164,0.26479710,0.44647458,0.18167748,68.61007164,1574.40360000,2663.43270000,1089.02910000,69.17089748,2861.20290000,4591.70660000,1730.50370000,60.48168412,0.18414196,0.23097029,0.04682833,25.43055912,0.87112302,1.57186150,0.70073848,80.44081765,23.71867500,44.33388800,20.61521300,86.91553386,0.12075414,0.25651494,0.13576080,112.42744969,0.25357856,0.45355426,0.19997570,78.86143844,
C1: Min (node 3371) → C1: Min (node 3387) in NEF (0.99994778),-0.20493245,-0.19986507,0.00506738,-2.47270747,440.56537000,508.28969000,67.72432000,15.37213876,11.32252000,12.99158000,1.66906000,14.74106471,191.36626000,222.36028000,30.99402000,16.19617795,699.16175000,826.07312000,126.91137000,18.15193265,0.14821909,0.13243229,-0.01578680,-10.65098969,-0.11696182,-0.16296258,-0.04600076,39.32972315,0.26518090,0.29539486,0.03021396,11.39371652,0.20838562,0.18905631,-0.01932931,-9.27574081,-0.23953094,-0.31993351,-0.08040257,33.56667410,-8.07473920,-10.01928900,-1.94454980,24.08188985,0.44791656,0.50898982,0.06107326,13.63496362,9.12819420,11.06762800,1.93943380,21.24663167,1.05345510,1.04833890,-0.00511620,-0.48565905,1.60328520,1.90979640,0.30651120,19.11769659,8.92669600,11.56341100,2.63671500,29.53741227,4.53362020,5.93737900,1.40375880,30.96330831,0.17265756,0.24030602,0.06764846,39.18071123,1.54505480,1.84288830,0.29783350,19.27656547,0.23305879,0.28498855,0.05192976,22.28182855,1559.39180000,1875.06110000,315.66930000,20.24310375,2477.81070000,3009.34330000,531.53260000,21.45170331,-0.20838562,-0.18905631,0.01932931,-9.27574081,1.13716760,1.33981930,0.20265170,17.82074164,22.85279700,28.90531600,6.05251900,26.48480621,-0.13735693,-0.13551539,0.00184154,-1.34069683,0.24432137,0.29571350,0.05139213,21.03464384,
