Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆
C2: Max (node 6166) → C2: Max (node 6134) in NEF (0.99999093),2.37720370,2.36031220,-0.01689150,-0.71056174,34.67446300,34.20981300,-0.46465000,-1.34003517,2.36941790,2.35028310,-0.01913480,-0.80757388,14.35826000,14.19938400,-0.15887600,-1.10651291,1.60804540,1.59925490,-0.00879050,-0.54665745,-0.06972902,-0.07714007,-0.00741105,10.62835772,0.06377034,0.07182893,0.00805858,12.63688044,2.32782010,2.32721170,-0.00060840,-0.02613604,0.05595376,0.06127073,0.00531697,9.50244324,0.54928990,0.54731462,-0.00197528,-0.35960610,-0.48551956,-0.47548570,0.01003386,-2.06662323,12.00136600,11.82670200,-0.17466400,-1.45536766,-9.67354580,-9.49949060,0.17405520,-1.79929060,0.33336349,0.33227159,-0.00109190,-0.32754037,-0.27740973,-0.27100086,0.00640887,-2.31025422,0.38457911,0.38052869,-0.00405042,-1.05320853,2450.46420000,2387.20220000,-63.26200000,-2.58163331,
C3: Max (node 6110) → C2: Max (node 6158) in NEF (0.99999842),1.82744340,1.83640700,0.00896360,0.49049946,21.56572700,21.66698100,0.10125400,0.46951350,1.83842080,1.84908780,0.01066700,0.58022625,7.47977160,7.51748310,0.03771150,0.50417983,1.20837210,1.21285900,0.00448690,0.37131774,0.02977056,0.03423721,0.00446665,15.00357971,-0.03456652,-0.03858873,-0.00402221,11.63615323,-4.46907060,-4.45501060,0.01406000,-0.31460680,-0.02361388,-0.02634148,-0.00272759,11.55081200,0.37157570,0.37099263,-0.00058307,-0.15691823,-0.40614221,-0.40958136,-0.00343915,0.84678468,5.08137860,5.06433890,-0.01703970,-0.33533616,-9.55044920,-9.51934950,0.03109970,-0.32563599,0.21022541,0.20987042,-0.00035499,-0.16886160,-0.23383929,-0.23621190,-0.00237261,1.01463274,0.30953565,0.31177404,0.00223839,0.72314449,1949.65700000,1980.77090000,31.11390000,1.59586532,
C3: Max (node 6132) → C2: Max (node 6118) in NEF (0.99999494),1.81084700,1.81723800,0.00639100,0.35292877,27.86901500,27.90821700,0.03920200,0.14066518,1.80773550,1.81597670,0.00824120,0.45588528,10.04168200,10.06309000,0.02140800,0.21319138,1.19907650,1.20184350,0.00276700,0.23076092,0.02446443,0.02894558,0.00448115,18.31698586,-0.02920383,-0.03324019,-0.00403637,13.82136710,2.14125050,2.12779890,-0.01345160,-0.62821235,-0.03233988,-0.03492925,-0.00258938,8.00676849,0.37037387,0.36957964,-0.00079423,-0.21444007,-0.39957770,-0.40281983,-0.00324213,0.81138912,9.65262790,9.61593260,-0.03669530,-0.38015865,-7.51137740,-7.48813360,0.02324380,-0.30944790,0.19964265,0.19920451,-0.00043814,-0.21946212,-0.23198253,-0.23413376,-0.00215123,0.92732414,0.30588524,0.30769726,0.00181202,0.59238556,1936.74820000,1971.80330000,35.05510000,1.80999781,
C3: Max (node 6166) → C2: Max (node 6134) in NEF (0.99999093),2.37720370,2.36031220,-0.01689150,-0.71056174,34.67446300,34.20981300,-0.46465000,-1.34003517,2.36941790,2.35028310,-0.01913480,-0.80757388,14.35826000,14.19938400,-0.15887600,-1.10651291,1.60804540,1.59925490,-0.00879050,-0.54665745,-0.06972902,-0.07714007,-0.00741105,10.62835772,0.06377034,0.07182893,0.00805858,12.63688044,2.32782010,2.32721170,-0.00060840,-0.02613604,0.05595376,0.06127073,0.00531697,9.50244324,0.54928990,0.54731462,-0.00197528,-0.35960610,-0.48551956,-0.47548570,0.01003386,-2.06662323,12.00136600,11.82670200,-0.17466400,-1.45536766,-9.67354580,-9.49949060,0.17405520,-1.79929060,0.33336349,0.33227159,-0.00109190,-0.32754037,-0.27740973,-0.27100086,0.00640887,-2.31025422,0.38457911,0.38052869,-0.00405042,-1.05320853,2450.46420000,2387.20220000,-63.26200000,-2.58163331,
C4: Max (node 6096) → C1: Max (node 6148) in NEF (0.99999577),2.39865550,2.40319870,0.00454320,0.18940611,37.23150900,37.14733000,-0.08417900,-0.22609613,2.39566480,2.40095630,0.00529150,0.22087815,16.20616500,16.10711800,-0.09904700,-0.61116865,1.62158190,1.62437110,0.00278920,0.17200488,-0.06743476,-0.06671586,0.00071890,-1.06607189,0.05255340,0.05194656,-0.00060684,-1.15470931,-0.84454463,-0.91697561,-0.07243098,8.57633539,0.06415600,0.06375650,-0.00039950,-0.62270248,0.53181219,0.53098760,-0.00082459,-0.15505286,-0.47925879,-0.47904103,0.00021776,-0.04543683,11.25526400,11.08447200,-0.17079200,-1.51744108,-12.09980900,-12.00144800,0.09836100,-0.81291366,0.32708530,0.32652912,-0.00055618,-0.17004127,-0.26292930,-0.26277262,0.00015668,-0.05959016,0.38853679,0.38941381,0.00087702,0.22572380,2456.30370000,2386.64360000,-69.66010000,-2.83597260,
C4: Max (node 6126) → C1: Max (node 6168) in NEF (0.99999645),1.80649430,1.81715310,0.01065880,0.59002677,29.66752500,29.83720900,0.16968400,0.57195199,1.79212430,1.80528740,0.01316310,0.73449704,11.10314600,11.12533600,0.02219000,0.19985327,1.20117950,1.20645640,0.00527690,0.43930986,0.00945009,0.01493694,0.00548685,58.06130220,-0.02104218,-0.02651788,-0.00547570,26.02248189,0.00752987,-0.00989042,-0.01742029,-231.34924652,-0.02404445,-0.02736481,-0.00332036,13.80926991,0.36477121,0.36410286,-0.00066835,-0.18322444,-0.38581340,-0.39062074,-0.00480734,1.24602722,9.36612240,9.38117110,0.01504870,0.16067161,-9.35859250,-9.39106150,-0.03246900,0.34694320,0.19426938,0.19395867,-0.00031071,-0.15993771,-0.21831383,-0.22132348,-0.00300965,1.37858880,0.30265740,0.30534834,0.00269094,0.88910431,1898.08210000,1958.96960000,60.88750000,3.20784333,
C4: Max (node 6148) → C1: Max (node 6190) in NEF (0.99998879),1.83315120,1.81757520,-0.01557600,-0.84968441,31.09954500,30.76316500,-0.33638000,-1.08162354,1.81295230,1.79559740,-0.01735490,-0.95727284,11.87342300,11.74182100,-0.13160200,-1.10837456,1.21553960,1.20709950,-0.00844010,-0.69435006,0.01968364,0.01385193,-0.00583171,-29.62719802,-0.03151122,-0.02542868,0.00608254,-19.30276703,0.83701472,0.92686605,0.08985133,10.73473714,-0.04011155,-0.03639169,0.00371986,-9.27379317,0.36431046,0.36292622,-0.00138424,-0.37996164,-0.39582168,-0.38835490,0.00746678,-1.88639996,9.83848760,9.78033830,-0.05814930,-0.59103901,-9.00147290,-8.85347220,0.14800070,-1.64418314,0.19065613,0.19000692,-0.00064921,-0.34051357,-0.23076767,-0.22639860,0.00436907,-1.89327647,0.30880581,0.30523785,-0.00356796,-1.15540572,1920.05620000,1960.07030000,40.01410000,2.08400671,
H1: Max (node 5452) → H5: Max (node 5486) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H2: Max (node 5452) → H6: Max (node 5470) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
H3: Max (node 5458) → H4: Max (node 5462) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H4: Max (node 5458) → H4: Max (node 5462) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H5: Max (node 5452) → H5: Max (node 5486) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H6: Max (node 5452) → H6: Max (node 5470) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
Total,29.76472390,29.76634424,0.00162034,0.00544383,651.43533800,650.31835200,-1.11698600,-0.17146537,27.55324770,27.55774774,0.00450004,0.01633216,316.31955720,316.37175420,0.05219700,0.01650135,21.76472370,21.76634464,0.00162094,0.00744756,0.23527618,0.23365562,-0.00162056,-0.68879110,-0.00000000,0.00000000,0.00000001,-162.67565923,-0.00000017,0.00000010,0.00000027,-161.45571478,0.00000000,-0.00000000,-0.00000000,-172.44980479,7.13286632,7.11883908,-0.01402724,-0.19665643,-7.13286634,-7.11883906,0.01402728,-0.19665699,181.31100100,179.92390980,-1.38709120,-0.76503422,-181.31100160,-179.92391080,1.38709080,-0.76503400,3.90146840,3.89417744,-0.00729096,-0.18687733,-3.90146838,-3.89417742,0.00729096,-0.18687733,10.00000000,9.99999998,-0.00000002,-0.00000020,48117.57600000,48219.10460000,101.52860000,0.21100107,
Min basin decomposition according to INS: Electron Density SCF
C1: Min (node 2150) → C1: Min (node 4340) in NEF (0.99995276),1.61368250,1.83166410,0.21798160,13.50833265,31.10433400,34.47488800,3.37055400,10.83628410,1.63377090,1.80377390,0.17000300,10.40555931,12.82738600,14.10127300,1.27388700,9.93099451,1.02999160,1.20917880,0.17918720,17.39695741,0.13739025,0.03579189,-0.10159836,-73.94874090,-0.14856823,-0.04759639,0.10097184,-67.96328057,2.50389410,4.05163180,1.54773770,61.81322525,-0.11751822,-0.06425518,0.05326304,-45.32321711,0.23553748,0.36156499,0.12602751,53.50635067,-0.38410570,-0.40916138,-0.02505568,6.52312111,8.15631940,10.75072500,2.59440560,31.80853364,-5.65242520,-6.69909300,-1.04666780,18.51714553,0.11941019,0.18546939,0.06605920,55.32124185,-0.23692841,-0.24972457,-0.01279616,5.40085505,0.29184545,0.31124267,0.01939722,6.64640137,1688.58230000,1879.59940000,191.01710000,11.31227658,
C1: Min (node 3548) → C1: Min (node 3390) in NEF (0.99999026),1.27934860,1.13377870,-0.14556990,-11.37843900,16.14041800,13.01611700,-3.12430100,-19.35700178,1.25425380,1.14936770,-0.10488610,-8.36243032,6.05234150,4.73758320,-1.31475830,-21.72313476,0.89810428,0.77304072,-0.12506356,-13.92528271,-0.13561568,-0.05156468,0.08405100,-61.97734657,0.12831465,0.04472383,-0.08359082,-65.14519036,-2.54028200,-4.61453950,-2.07425750,81.65461551,0.11037954,0.06682156,-0.04355798,-39.46200899,0.34442580,0.25715954,-0.08726626,-25.33673726,-0.21611115,-0.21243571,0.00367544,-1.70071743,6.10323330,3.86300010,-2.24023320,-36.70567861,-8.64351530,-8.47753960,0.16597570,-1.92023377,0.21112335,0.16551930,-0.04560405,-21.60066615,-0.10074381,-0.09869774,0.00204607,-2.03096151,0.19062215,0.18036901,-0.01025314,-5.37877681,1340.38350000,1249.41800000,-90.96550000,-6.78652789,
C1: Min (node 4251) → C1: Min (node 2133) in NEF (0.99995970),1.33250520,1.28221570,-0.05028950,-3.77405657,18.15832600,16.67273100,-1.48559500,-8.18134337,1.28895100,1.27658840,-0.01236260,-0.95912102,7.23795250,6.39589370,-0.84205880,-11.63393653,0.93919626,0.88001269,-0.05918357,-6.30151253,-0.15257845,-0.07560668,0.07697177,-50.44733971,0.14504639,0.06797951,-0.07706688,-53.13257641,-1.11353060,-2.98447890,-1.87094830,168.01947787,0.10887843,0.06960913,-0.03926930,-36.06710347,0.37363018,0.29847522,-0.07515496,-20.11479908,-0.22858379,-0.23049571,-0.00191192,0.83641977,7.28037200,5.44948830,-1.83088370,-25.14821633,-8.39390260,-8.43396720,-0.04006460,0.47730599,0.22199039,0.18391336,-0.03807703,-17.15255782,-0.11311196,-0.11430422,-0.00119226,1.05405299,0.19665445,0.20110150,0.00444705,2.26135234,1354.71540000,1368.56400000,13.84860000,1.02225161,
C1: Min (node 790) → C1: Min (node 2804) in NEF (0.99998749),1.81276480,1.79026840,-0.02249640,-1.24099938,32.59550100,33.58396800,0.98846700,3.03252587,1.82376580,1.77211120,-0.05165460,-2.83230445,13.06505400,13.73952500,0.67447100,5.16240499,1.17100890,1.17569480,0.00468590,0.40015921,0.11250286,0.05345248,-0.05905038,-52.48788964,-0.12479281,-0.06510695,0.05968586,-47.82796621,1.14991840,3.54738660,2.39746820,208.49028940,-0.10173976,-0.07217551,0.02956425,-29.05870035,0.30730041,0.34081692,0.03351651,10.90675733,-0.43209322,-0.40592387,0.02616935,-6.05641301,8.91994960,10.18276900,1.26281940,14.15724815,-7.77003120,-6.63538200,1.13464920,-14.60289117,0.15948687,0.17559266,0.01610579,10.09850529,-0.26122662,-0.24776817,0.01345845,-5.15202088,0.32087794,0.30728682,-0.01359112,-4.23560435,1890.76090000,1808.10210000,-82.65880000,-4.37172146,
C2: Min (node 1586) → C2: Min (node 3048) in NEF (0.99998401),1.70727960,1.74175370,0.03447410,2.01924161,28.08747700,27.46408200,-0.62339500,-2.21947667,1.71403200,1.76105580,0.04702380,2.74346103,10.55151100,10.20430500,-0.34720600,-3.29058085,1.11084670,1.12525510,0.01440840,1.29706466,0.08201901,0.10774203,0.02572302,31.36227230,-0.08663958,-0.11204435,-0.02540477,29.32235753,3.00472920,1.63741260,-1.36731660,-45.50548515,-0.07991113,-0.09317077,-0.01325964,16.59297731,0.30700011,0.30383593,-0.00316418,-1.03067716,-0.39363969,-0.41588028,-0.02224059,5.64998667,8.38174600,7.71281890,-0.66892710,-7.98076081,-5.37701690,-6.07540630,-0.69838940,12.98841743,0.16329279,0.16252253,-0.00077026,-0.47170484,-0.24320392,-0.25569330,-0.01248938,5.13535308,0.29821644,0.30824928,0.01003284,3.36428133,1754.17570000,1838.07490000,83.89920000,4.78282763,
C2: Min (node 3021) → C2: Min (node 19) in NEF (0.99990435),1.32790420,1.44728530,0.11938110,8.99018920,13.71740300,16.00916400,2.29176100,16.70695976,1.32193580,1.39481260,0.07287680,5.51288497,5.20961530,6.37242420,1.16280890,22.32043698,0.91689762,1.02920470,0.11230708,12.24859543,-0.09488446,-0.19304368,-0.09815922,103.45131975,0.09170038,0.19012604,0.09842566,107.33396727,-3.56731590,-1.50527650,2.06203940,-57.80366690,0.08571550,0.13736274,0.05164724,60.25426534,0.33850952,0.43606612,0.09755660,28.81945536,-0.24680914,-0.24594008,0.00086906,-0.35211824,4.68724620,6.76250310,2.07525690,44.27454440,-8.25456210,-8.26777960,-0.01321750,0.16012358,0.21022529,0.26124579,0.05102050,24.26943970,-0.12450979,-0.12388305,0.00062674,-0.50336604,0.20550329,0.20904027,0.00353698,1.72113060,1411.39620000,1430.91470000,19.51850000,1.38292139,
C2: Min (node 4634) → C2: Min (node 4665) in NEF (0.99998855),1.23895660,1.12626530,-0.11269130,-9.09566162,15.82254400,13.38341800,-2.43912600,-15.41551093,1.19949660,1.13386000,-0.06563660,-5.47201218,6.28760550,5.19437090,-1.09323460,-17.38713728,0.87637932,0.76871721,-0.10766211,-12.28487569,-0.15122467,-0.05362113,0.09760354,-64.54207306,0.14841577,0.05112593,-0.09728984,-65.55222333,0.57449880,-1.59516480,-2.16966360,-377.66198989,0.10894122,0.05847210,-0.05046912,-46.32692382,0.36247602,0.26466825,-0.09780777,-26.98323878,-0.21406025,-0.21354232,0.00051793,-0.24195524,6.85721030,4.66546740,-2.19174290,-31.96260293,-6.28271150,-6.26063220,0.02207930,-0.35142947,0.21693218,0.16615043,-0.05078175,-23.40904425,-0.10799096,-0.10767833,0.00031263,-0.28949645,0.18128866,0.17877402,-0.00251464,-1.38709172,1302.11750000,1266.28480000,-35.83270000,-2.75187915,
C2: Min (node 55) → C2: Min (node 4072) in NEF (0.99996624),1.74135360,1.69865310,-0.04270050,-2.45214413,26.48178200,26.92834600,0.44656400,1.68630646,1.78010980,1.72561920,-0.05449060,-3.06108084,9.83098160,10.00885700,0.17787540,1.80933509,1.11137030,1.09078020,-0.02059010,-1.85267683,0.14859608,0.12496549,-0.02363059,-15.90256620,-0.15347658,-0.12920762,0.02426896,-15.81281001,-0.01191214,1.46302880,1.47494094,-12381.82910192,-0.11474559,-0.10266408,0.01208151,-10.52895366,0.28325382,0.28331658,0.00006276,0.02215681,-0.43673039,-0.41252420,0.02420619,-5.54259345,6.80916980,7.36618440,0.55701460,8.18035996,-6.82108200,-5.90315560,0.91792640,-13.45719638,0.15278130,0.15142777,-0.00135353,-0.88592648,-0.26752689,-0.25409185,0.01343504,-5.02194004,0.31499161,0.30393643,-0.01105518,-3.50967443,1869.18000000,1804.50190000,-64.67810000,-3.46023925,
C3: Min (node 1586) → C2: Min (node 3048) in NEF (0.99998401),1.70727960,1.74175370,0.03447410,2.01924161,28.08747700,27.46408200,-0.62339500,-2.21947667,1.71403200,1.76105580,0.04702380,2.74346103,10.55151100,10.20430500,-0.34720600,-3.29058085,1.11084670,1.12525510,0.01440840,1.29706466,0.08201901,0.10774203,0.02572302,31.36227230,-0.08663958,-0.11204435,-0.02540477,29.32235753,3.00472920,1.63741260,-1.36731660,-45.50548515,-0.07991113,-0.09317077,-0.01325964,16.59297731,0.30700011,0.30383593,-0.00316418,-1.03067716,-0.39363969,-0.41588028,-0.02224059,5.64998667,8.38174600,7.71281890,-0.66892710,-7.98076081,-5.37701690,-6.07540630,-0.69838940,12.98841743,0.16329279,0.16252253,-0.00077026,-0.47170484,-0.24320392,-0.25569330,-0.01248938,5.13535308,0.29821644,0.30824928,0.01003284,3.36428133,1754.17570000,1838.07490000,83.89920000,4.78282763,
C3: Min (node 3021) → C2: Min (node 19) in NEF (0.99990435),1.32790420,1.44728530,0.11938110,8.99018920,13.71740300,16.00916400,2.29176100,16.70695976,1.32193580,1.39481260,0.07287680,5.51288497,5.20961530,6.37242420,1.16280890,22.32043698,0.91689762,1.02920470,0.11230708,12.24859543,-0.09488446,-0.19304368,-0.09815922,103.45131975,0.09170038,0.19012604,0.09842566,107.33396727,-3.56731590,-1.50527650,2.06203940,-57.80366690,0.08571550,0.13736274,0.05164724,60.25426534,0.33850952,0.43606612,0.09755660,28.81945536,-0.24680914,-0.24594008,0.00086906,-0.35211824,4.68724620,6.76250310,2.07525690,44.27454440,-8.25456210,-8.26777960,-0.01321750,0.16012358,0.21022529,0.26124579,0.05102050,24.26943970,-0.12450979,-0.12388305,0.00062674,-0.50336604,0.20550329,0.20904027,0.00353698,1.72113060,1411.39620000,1430.91470000,19.51850000,1.38292139,
C3: Min (node 4634) → C2: Min (node 4665) in NEF (0.99998855),1.23895660,1.12626530,-0.11269130,-9.09566162,15.82254400,13.38341800,-2.43912600,-15.41551093,1.19949660,1.13386000,-0.06563660,-5.47201218,6.28760550,5.19437090,-1.09323460,-17.38713728,0.87637932,0.76871721,-0.10766211,-12.28487569,-0.15122467,-0.05362113,0.09760354,-64.54207306,0.14841577,0.05112593,-0.09728984,-65.55222333,0.57449880,-1.59516480,-2.16966360,-377.66198989,0.10894122,0.05847210,-0.05046912,-46.32692382,0.36247602,0.26466825,-0.09780777,-26.98323878,-0.21406025,-0.21354232,0.00051793,-0.24195524,6.85721030,4.66546740,-2.19174290,-31.96260293,-6.28271150,-6.26063220,0.02207930,-0.35142947,0.21693218,0.16615043,-0.05078175,-23.40904425,-0.10799096,-0.10767833,0.00031263,-0.28949645,0.18128866,0.17877402,-0.00251464,-1.38709172,1302.11750000,1266.28480000,-35.83270000,-2.75187915,
