Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆
H6: Max (node 5450) → H6: Max (node 5470) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
Total,29.76472370,29.76634424,0.00162054,0.00544450,651.43534000,650.31835400,-1.11698600,-0.17146537,27.55324770,27.55774774,0.00450004,0.01633216,316.31955500,316.37175480,0.05219980,0.01650224,21.76472370,21.76634444,0.00162074,0.00744664,0.23527618,0.23365562,-0.00162056,-0.68879136,-0.00000001,0.00000000,0.00000001,-159.05481836,-0.00000022,0.00000009,0.00000031,-140.63601398,0.00000000,-0.00000000,-0.00000000,-151.89139959,7.13286632,7.11883908,-0.01402724,-0.19665643,-7.13286632,-7.11883908,0.01402724,-0.19665643,181.31100100,179.92390980,-1.38709120,-0.76503422,-181.31100140,-179.92390960,1.38709180,-0.76503455,3.90146840,3.89417744,-0.00729096,-0.18687733,-3.90146838,-3.89417742,0.00729096,-0.18687733,10.00000002,10.00000000,-0.00000002,-0.00000020,48117.57600000,48219.10440000,101.52840000,0.21100065,
Min basin decomposition according to INS: Volume
C1: Min (node 3368) → C1: Min (node 3387) in NEF (0.99998663),1.80256170,1.90979640,0.10723470,5.94901689,26.51948100,28.90531600,2.38583500,8.99653730,1.77067280,1.84288830,0.07221550,4.07842149,10.47401500,11.56341100,1.08939600,10.40093985,1.24421200,1.33981930,0.09560730,7.68416476,-0.12751264,-0.19986507,-0.07235243,56.74137874,0.11681996,0.18905631,0.07223635,61.83562295,-0.83925685,1.04833890,1.88759575,-224.91276062,0.09541673,0.13243229,0.03701556,38.79357280,0.43252402,0.50898982,0.07646580,17.67897191,-0.31570406,-0.31993351,-0.00422945,1.33968819,9.21136000,11.06762800,1.85626800,20.15194282,-10.05061700,-10.01928900,0.03132800,-0.31170226,0.25605303,0.29539486,0.03934183,15.36471957,-0.16063630,-0.16296258,-0.00232628,1.44816583,0.27917484,0.28498855,0.00581371,2.08246202,1815.85120000,1875.06110000,59.20990000,3.26072423,
C1: Min (node 4264) → C1: Min (node 2132) in NEF (0.99996051),1.77852250,1.66332000,-0.11520250,-6.47742719,27.48226600,24.50850100,-2.97376500,-10.82066886,1.72495540,1.65712740,-0.06782800,-3.93215964,11.42164800,9.94364610,-1.47800190,-12.94035589,1.23506020,1.12624620,-0.10881400,-8.81042074,-0.14813547,-0.05209877,0.09603670,-64.83031917,0.13772789,0.04191398,-0.09581391,-69.56754511,0.85299714,-1.74036140,-2.59335854,-304.02898420,0.09436690,0.04541182,-0.04895508,-51.87738454,0.44412164,0.34871247,-0.09540917,-21.48266633,-0.30639376,-0.30679849,-0.00040473,0.13209473,10.09465600,7.47477250,-2.61988350,-25.95317265,-9.24165850,-9.21513390,0.02652460,-0.28701125,0.25677979,0.20832311,-0.04845668,-18.87090880,-0.16241289,-0.16291130,-0.00049841,0.30687835,0.27173118,0.26853686,-0.00319432,-1.17554415,1763.80710000,1767.18960000,3.38250000,0.19177267,
C1: Min (node 4960) → C1: Min (node 766) in NEF (0.99999501),2.45721680,2.46481060,0.00759380,0.30904070,43.99683200,44.33388800,0.33705600,0.76609152,2.50511320,2.50182540,-0.00328780,-0.13124357,17.28707000,17.46721800,0.18014800,1.04209678,1.55902880,1.57186150,0.01283270,0.82312142,0.23734709,0.21403685,-0.02331024,-9.82116107,-0.25454785,-0.23097029,0.02357756,-9.26252569,-0.01374034,0.69202253,0.70576287,-5136.42908135,-0.18978363,-0.17784410,0.01193953,-6.29112743,0.38424821,0.40031438,0.01606617,4.18119580,-0.63879606,-0.63128467,0.00751139,-1.17586668,11.15385900,11.70358200,0.54972300,4.92854536,-11.16759900,-11.01155900,0.15604000,-1.39725647,0.19917799,0.20677673,0.00759874,3.81505005,-0.38896161,-0.38462083,0.00434078,-1.11599188,0.44909398,0.44647458,-0.00261940,-0.58326322,2694.78370000,2663.43270000,-31.35100000,-1.16339579,
C2: Min (node 3017) → C2: Min (node 17) in NEF (0.99998387),1.86407560,1.93123240,0.06715680,3.60268650,23.08651200,24.37716700,1.29065500,5.59051536,1.83066560,1.88820380,0.05753820,3.14302077,8.87173480,9.55277670,0.68104190,7.67653582,1.28550570,1.33601010,0.05050440,3.92875738,-0.12836604,-0.14556554,-0.01719950,13.39879301,0.12388386,0.14141169,0.01752783,14.14859853,-1.24501290,-0.55818597,0.68682693,-55.16625008,0.09045072,0.09796930,0.00751858,8.31234502,0.46401487,0.49202546,0.02801059,6.03657163,-0.34013101,-0.35061377,-0.01048276,3.08197715,8.08695950,8.79694710,0.70998760,8.77941333,-9.33197240,-9.35513300,-0.02316060,0.24818547,0.27475951,0.28934655,0.01458704,5.30902097,-0.18430879,-0.19137725,-0.00706846,3.83511823,0.28928492,0.29761114,0.00832622,2.87820741,1869.17710000,1945.17520000,75.99810000,4.06585871,
C2: Min (node 3680) → C2: Min (node 1535) in NEF (0.99999565),2.44669740,2.42557070,-0.02112670,-0.86347825,35.98565100,35.40072400,-0.58492700,-1.62544510,2.52057810,2.49792080,-0.02265730,-0.89889300,12.83703400,12.59426200,-0.24277200,-1.89118452,1.55026970,1.53812500,-0.01214470,-0.78339272,0.24258587,0.23676629,-0.00581958,-2.39897732,-0.24953051,-0.24295945,0.00657106,-2.63336936,-1.71326300,-1.77659820,-0.06333520,3.69675876,-0.17568581,-0.17122629,0.00445952,-2.53834957,0.39714706,0.39588715,-0.00125991,-0.31724017,-0.64667757,-0.63884660,0.00783097,-1.21095432,8.71739970,8.46820520,-0.24919450,-2.85858752,-10.43066300,-10.24480300,0.18586000,-1.78186180,0.21786599,0.21730682,-0.00055917,-0.25665777,-0.39355179,-0.38853311,0.00501868,-1.27522733,0.44821388,0.44372283,-0.00449105,-1.00198816,2700.29950000,2652.61240000,-47.68710000,-1.76599299,
C2: Min (node 4664) → C2: Min (node 4664) in NEF (0.99999536),1.70472100,1.65715420,-0.04756680,-2.79029824,25.03704300,24.00712000,-1.02992300,-4.11359680,1.66433050,1.62922310,-0.03510740,-2.10940075,10.17094500,9.63291830,-0.53802670,-5.28983983,1.17971860,1.13982220,-0.03989640,-3.38185733,-0.12971386,-0.10515804,0.02455582,-18.93076037,0.12564666,0.10154776,-0.02409890,-19.17989702,2.95827590,2.33478420,-0.62349170,-21.07618495,0.08523509,0.07325699,-0.01197809,-14.05300747,0.43007754,0.39997428,-0.03010326,-6.99949595,-0.30443088,-0.29842652,0.00600436,-1.97232291,9.93101310,9.24182140,-0.68919170,-6.93979248,-6.97273720,-6.90703720,0.06570000,-0.94224116,0.25060606,0.23469315,-0.01591291,-6.34977063,-0.16537097,-0.16143616,0.00393481,-2.37938376,0.26250120,0.25866603,-0.00383517,-1.46101046,1767.39290000,1741.98880000,-25.40410000,-1.43737705,
C3: Min (node 3017) → C2: Min (node 17) in NEF (0.99998387),1.86407560,1.93123240,0.06715680,3.60268650,23.08651200,24.37716700,1.29065500,5.59051536,1.83066560,1.88820380,0.05753820,3.14302077,8.87173480,9.55277670,0.68104190,7.67653582,1.28550570,1.33601010,0.05050440,3.92875738,-0.12836604,-0.14556554,-0.01719950,13.39879301,0.12388386,0.14141169,0.01752783,14.14859853,-1.24501290,-0.55818597,0.68682693,-55.16625008,0.09045072,0.09796930,0.00751858,8.31234502,0.46401487,0.49202546,0.02801059,6.03657163,-0.34013101,-0.35061377,-0.01048276,3.08197715,8.08695950,8.79694710,0.70998760,8.77941333,-9.33197240,-9.35513300,-0.02316060,0.24818547,0.27475951,0.28934655,0.01458704,5.30902097,-0.18430879,-0.19137725,-0.00706846,3.83511823,0.28928492,0.29761114,0.00832622,2.87820741,1869.17710000,1945.17520000,75.99810000,4.06585871,
C3: Min (node 3680) → C2: Min (node 1535) in NEF (0.99999565),2.44669740,2.42557070,-0.02112670,-0.86347825,35.98565100,35.40072400,-0.58492700,-1.62544510,2.52057810,2.49792080,-0.02265730,-0.89889300,12.83703400,12.59426200,-0.24277200,-1.89118452,1.55026970,1.53812500,-0.01214470,-0.78339272,0.24258587,0.23676629,-0.00581958,-2.39897732,-0.24953051,-0.24295945,0.00657106,-2.63336936,-1.71326300,-1.77659820,-0.06333520,3.69675876,-0.17568581,-0.17122629,0.00445952,-2.53834957,0.39714706,0.39588715,-0.00125991,-0.31724017,-0.64667757,-0.63884660,0.00783097,-1.21095432,8.71739970,8.46820520,-0.24919450,-2.85858752,-10.43066300,-10.24480300,0.18586000,-1.78186180,0.21786599,0.21730682,-0.00055917,-0.25665777,-0.39355179,-0.38853311,0.00501868,-1.27522733,0.44821388,0.44372283,-0.00449105,-1.00198816,2700.29950000,2652.61240000,-47.68710000,-1.76599299,
C3: Min (node 4664) → C2: Min (node 4664) in NEF (0.99999536),1.70472100,1.65715420,-0.04756680,-2.79029824,25.03704300,24.00712000,-1.02992300,-4.11359680,1.66433050,1.62922310,-0.03510740,-2.10940075,10.17094500,9.63291830,-0.53802670,-5.28983983,1.17971860,1.13982220,-0.03989640,-3.38185733,-0.12971386,-0.10515804,0.02455582,-18.93076037,0.12564666,0.10154776,-0.02409890,-19.17989702,2.95827590,2.33478420,-0.62349170,-21.07618495,0.08523509,0.07325699,-0.01197809,-14.05300747,0.43007754,0.39997428,-0.03010326,-6.99949595,-0.30443088,-0.29842652,0.00600436,-1.97232291,9.93101310,9.24182140,-0.68919170,-6.93979248,-6.97273720,-6.90703720,0.06570000,-0.94224116,0.25060606,0.23469315,-0.01591291,-6.34977063,-0.16537097,-0.16143616,0.00393481,-2.37938376,0.26250120,0.25866603,-0.00383517,-1.46101046,1767.39290000,1741.98880000,-25.40410000,-1.43737705,
C4: Min (node 3368) → C1: Min (node 3387) in NEF (0.99998663),1.80256170,1.90979640,0.10723470,5.94901689,26.51948100,28.90531600,2.38583500,8.99653730,1.77067280,1.84288830,0.07221550,4.07842149,10.47401500,11.56341100,1.08939600,10.40093985,1.24421200,1.33981930,0.09560730,7.68416476,-0.12751264,-0.19986507,-0.07235243,56.74137874,0.11681996,0.18905631,0.07223635,61.83562295,-0.83925685,1.04833890,1.88759575,-224.91276062,0.09541673,0.13243229,0.03701556,38.79357280,0.43252402,0.50898982,0.07646580,17.67897191,-0.31570406,-0.31993351,-0.00422945,1.33968819,9.21136000,11.06762800,1.85626800,20.15194282,-10.05061700,-10.01928900,0.03132800,-0.31170226,0.25605303,0.29539486,0.03934183,15.36471957,-0.16063630,-0.16296258,-0.00232628,1.44816583,0.27917484,0.28498855,0.00581371,2.08246202,1815.85120000,1875.06110000,59.20990000,3.26072423,
C4: Min (node 4264) → C1: Min (node 2132) in NEF (0.99996051),1.77852250,1.66332000,-0.11520250,-6.47742719,27.48226600,24.50850100,-2.97376500,-10.82066886,1.72495540,1.65712740,-0.06782800,-3.93215964,11.42164800,9.94364610,-1.47800190,-12.94035589,1.23506020,1.12624620,-0.10881400,-8.81042074,-0.14813547,-0.05209877,0.09603670,-64.83031917,0.13772789,0.04191398,-0.09581391,-69.56754511,0.85299714,-1.74036140,-2.59335854,-304.02898420,0.09436690,0.04541182,-0.04895508,-51.87738454,0.44412164,0.34871247,-0.09540917,-21.48266633,-0.30639376,-0.30679849,-0.00040473,0.13209473,10.09465600,7.47477250,-2.61988350,-25.95317265,-9.24165850,-9.21513390,0.02652460,-0.28701125,0.25677979,0.20832311,-0.04845668,-18.87090880,-0.16241289,-0.16291130,-0.00049841,0.30687835,0.27173118,0.26853686,-0.00319432,-1.17554415,1763.80710000,1767.18960000,3.38250000,0.19177267,
C4: Min (node 4960) → C1: Min (node 766) in NEF (0.99999501),2.45721680,2.46481060,0.00759380,0.30904070,43.99683200,44.33388800,0.33705600,0.76609152,2.50511320,2.50182540,-0.00328780,-0.13124357,17.28707000,17.46721800,0.18014800,1.04209678,1.55902880,1.57186150,0.01283270,0.82312142,0.23734709,0.21403685,-0.02331024,-9.82116107,-0.25454785,-0.23097029,0.02357756,-9.26252569,-0.01374034,0.69202253,0.70576287,-5136.42908135,-0.18978363,-0.17784410,0.01193953,-6.29112743,0.38424821,0.40031438,0.01606617,4.18119580,-0.63879606,-0.63128467,0.00751139,-1.17586668,11.15385900,11.70358200,0.54972300,4.92854536,-11.16759900,-11.01155900,0.15604000,-1.39725647,0.19917799,0.20677673,0.00759874,3.81505005,-0.38896161,-0.38462083,0.00434078,-1.11599188,0.44909398,0.44647458,-0.00261940,-0.58326322,2694.78370000,2663.43270000,-31.35100000,-1.16339579,
H1: Min (node 4853) → H5: Min (node 4667) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H2: Min (node 2660) → H6: Min (node 1025) in NEF (0.99999541),0.72878901,0.75509663,0.02630762,3.60977178,39.09327500,40.14087000,1.04759500,2.67973200,0.45738649,0.47139572,0.01400923,3.06288671,23.80630600,24.29220600,0.48590000,2.04105584,0.72878901,0.75509663,0.02630762,3.60977178,0.10541585,0.08870694,-0.01670891,-15.85047125,-0.06179914,-0.04526522,0.01653392,-26.75428525,-0.80217453,-0.21358326,0.58859127,-73.37446503,-0.03289744,-0.02484732,0.00805012,-24.47035932,0.24476407,0.26149503,0.01673096,6.83554576,-0.30656321,-0.30676025,-0.00019704,0.06427386,8.78082860,9.28457270,0.50374410,5.73686292,-9.58300310,-9.49815590,0.08484720,-0.88539260,0.11678855,0.12496021,0.00817166,6.99697017,-0.14968599,-0.14980754,-0.00012155,0.08120332,0.83420486,0.84380357,0.00959871,1.15064182,3188.40000000,3213.12260000,24.72260000,0.77539205,
H2: Min (node 3672) → H6: Min (node 1504) in NEF (0.99982078),0.21892563,0.19342016,-0.02550547,-11.65028964,8.73124840,7.68359360,-1.04765480,-11.99891186,0.13033957,0.11670684,-0.01363273,-10.45939464,3.06417950,2.67365700,-0.39052250,-12.74476577,0.21892563,0.19342016,-0.02550547,-11.65028964,-0.05313048,-0.03722373,0.01590675,-29.93903274,0.06179914,0.04526522,-0.01653392,-26.75428363,0.80217451,0.21358325,-0.58859126,-73.37446561,0.03289745,0.02484732,-0.00805012,-24.47036162,0.09448428,0.07744541,-0.01703887,-18.03355292,-0.03268514,-0.03218018,0.00050496,-1.54490700,2.23761990,1.64736710,-0.59025280,-26.37859987,-1.43544540,-1.43378380,0.00166160,-0.11575501,0.04842270,0.04012338,-0.00829932,-17.13931347,-0.01552525,-0.01527606,0.00024919,-1.60508828,0.16579514,0.15619643,-0.00959871,-5.78950022,612.34425000,591.79284000,-20.55141000,-3.35618567,
H3: Min (node 4351) → H4: Min (node 1877) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H4: Min (node 4351) → H4: Min (node 1877) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H5: Min (node 4853) → H5: Min (node 4667) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H6: Min (node 2660) → H6: Min (node 1025) in NEF (0.99999541),0.72878901,0.75509663,0.02630762,3.60977178,39.09327500,40.14087000,1.04759500,2.67973200,0.45738649,0.47139572,0.01400923,3.06288671,23.80630600,24.29220600,0.48590000,2.04105584,0.72878901,0.75509663,0.02630762,3.60977178,0.10541585,0.08870694,-0.01670891,-15.85047125,-0.06179914,-0.04526522,0.01653392,-26.75428525,-0.80217453,-0.21358326,0.58859127,-73.37446503,-0.03289744,-0.02484732,0.00805012,-24.47035932,0.24476407,0.26149503,0.01673096,6.83554576,-0.30656321,-0.30676025,-0.00019704,0.06427386,8.78082860,9.28457270,0.50374410,5.73686292,-9.58300310,-9.49815590,0.08484720,-0.88539260,0.11678855,0.12496021,0.00817166,6.99697017,-0.14968599,-0.14980754,-0.00012155,0.08120332,0.83420486,0.84380357,0.00959871,1.15064182,3188.40000000,3213.12260000,24.72260000,0.77539205,
H6: Min (node 3672) → H6: Min (node 1504) in NEF (0.99982078),0.21892563,0.19342016,-0.02550547,-11.65028964,8.73124840,7.68359360,-1.04765480,-11.99891186,0.13033957,0.11670684,-0.01363273,-10.45939464,3.06417950,2.67365700,-0.39052250,-12.74476577,0.21892563,0.19342016,-0.02550547,-11.65028964,-0.05313048,-0.03722373,0.01590675,-29.93903274,0.06179914,0.04526522,-0.01653392,-26.75428363,0.80217451,0.21358325,-0.58859126,-73.37446561,0.03289745,0.02484732,-0.00805012,-24.47036162,0.09448428,0.07744541,-0.01703887,-18.03355292,-0.03268514,-0.03218018,0.00050496,-1.54490700,2.23761990,1.64736710,-0.59025280,-26.37859987,-1.43544540,-1.43378380,0.00166160,-0.11575501,0.04842270,0.04012338,-0.00829932,-17.13931347,-0.01552525,-0.01527606,0.00024919,-1.60508828,0.16579514,0.15619643,-0.00959871,-5.78950022,612.34425000,591.79284000,-20.55141000,-3.35618567,
Total,29.76472370,29.76634444,0.00162074,0.00544517,651.43533880,650.31835520,-1.11698360,-0.17146500,27.55324768,27.55774794,0.00450026,0.01633296,316.31955460,316.37175420,0.05219960,0.01650217,21.76472370,21.76634444,0.00162074,0.00744664,0.23527620,0.23365560,-0.00162060,-0.68880744,0.00000002,-0.00000000,-0.00000002,-107.18617379,-0.00000019,0.00000017,0.00000037,-189.05994404,-0.00000001,0.00000002,0.00000003,-233.64984033,7.13286634,7.11883906,-0.01402729,-0.19665707,-7.13286634,-7.11883905,0.01402729,-0.19665713,181.31100160,179.92391200,-1.38708960,-0.76503333,-181.31100120,-179.92390960,1.38709160,-0.76503444,3.90146844,3.89417742,-0.00729102,-0.18687876,-3.90146838,-3.89417746,0.00729093,-0.18687651,10.00000000,9.99999998,-0.00000002,-0.00000020,48117.57630000,48219.10448000,101.52818000,0.21100020,
Max basin decomposition according to INS: Electron Density SCF
C1: Max (node 6096) → C1: Max (node 6148) in NEF (0.99999577),2.39865550,2.40319870,0.00454320,0.18940611,37.23150900,37.14733000,-0.08417900,-0.22609613,2.39566480,2.40095630,0.00529150,0.22087815,16.20616500,16.10711800,-0.09904700,-0.61116865,1.62158190,1.62437110,0.00278920,0.17200488,-0.06743476,-0.06671586,0.00071890,-1.06607189,0.05255340,0.05194656,-0.00060684,-1.15470931,-0.84454463,-0.91697561,-0.07243098,8.57633539,0.06415600,0.06375650,-0.00039950,-0.62270248,0.53181219,0.53098760,-0.00082459,-0.15505286,-0.47925879,-0.47904103,0.00021776,-0.04543683,11.25526400,11.08447200,-0.17079200,-1.51744108,-12.09980900,-12.00144800,0.09836100,-0.81291366,0.32708530,0.32652912,-0.00055618,-0.17004127,-0.26292930,-0.26277262,0.00015668,-0.05959016,0.38853679,0.38941381,0.00087702,0.22572380,2456.30370000,2386.64360000,-69.66010000,-2.83597260,
C1: Max (node 6126) → C1: Max (node 6168) in NEF (0.99999645),1.80649430,1.81715310,0.01065880,0.59002677,29.66752500,29.83720900,0.16968400,0.57195199,1.79212430,1.80528740,0.01316310,0.73449704,11.10314600,11.12533600,0.02219000,0.19985327,1.20117950,1.20645640,0.00527690,0.43930986,0.00945009,0.01493694,0.00548685,58.06130220,-0.02104218,-0.02651788,-0.00547570,26.02248189,0.00752987,-0.00989042,-0.01742029,-231.34924652,-0.02404445,-0.02736481,-0.00332036,13.80926991,0.36477121,0.36410286,-0.00066835,-0.18322444,-0.38581340,-0.39062074,-0.00480734,1.24602722,9.36612240,9.38117110,0.01504870,0.16067161,-9.35859250,-9.39106150,-0.03246900,0.34694320,0.19426938,0.19395867,-0.00031071,-0.15993771,-0.21831383,-0.22132348,-0.00300965,1.37858880,0.30265740,0.30534834,0.00269094,0.88910431,1898.08210000,1958.96960000,60.88750000,3.20784333,
C1: Max (node 6148) → C1: Max (node 6190) in NEF (0.99998879),1.83315120,1.81757520,-0.01557600,-0.84968441,31.09954500,30.76316500,-0.33638000,-1.08162354,1.81295230,1.79559740,-0.01735490,-0.95727284,11.87342300,11.74182100,-0.13160200,-1.10837456,1.21553960,1.20709950,-0.00844010,-0.69435006,0.01968364,0.01385193,-0.00583171,-29.62719802,-0.03151122,-0.02542868,0.00608254,-19.30276703,0.83701472,0.92686605,0.08985133,10.73473714,-0.04011155,-0.03639169,0.00371986,-9.27379317,0.36431046,0.36292622,-0.00138424,-0.37996164,-0.39582168,-0.38835490,0.00746678,-1.88639996,9.83848760,9.78033830,-0.05814930,-0.59103901,-9.00147290,-8.85347220,0.14800070,-1.64418314,0.19065613,0.19000692,-0.00064921,-0.34051357,-0.23076767,-0.22639860,0.00436907,-1.89327647,0.30880581,0.30523785,-0.00356796,-1.15540572,1920.05620000,1960.07030000,40.01410000,2.08400671,
C2: Max (node 6110) → C2: Max (node 6158) in NEF (0.99999842),1.82744340,1.83640700,0.00896360,0.49049946,21.56572700,21.66698100,0.10125400,0.46951350,1.83842080,1.84908780,0.01066700,0.58022625,7.47977160,7.51748310,0.03771150,0.50417983,1.20837210,1.21285900,0.00448690,0.37131774,0.02977056,0.03423721,0.00446665,15.00357971,-0.03456652,-0.03858873,-0.00402221,11.63615323,-4.46907060,-4.45501060,0.01406000,-0.31460680,-0.02361388,-0.02634148,-0.00272759,11.55081200,0.37157570,0.37099263,-0.00058307,-0.15691823,-0.40614221,-0.40958136,-0.00343915,0.84678468,5.08137860,5.06433890,-0.01703970,-0.33533616,-9.55044920,-9.51934950,0.03109970,-0.32563599,0.21022541,0.20987042,-0.00035499,-0.16886160,-0.23383929,-0.23621190,-0.00237261,1.01463274,0.30953565,0.31177404,0.00223839,0.72314449,1949.65700000,1980.77090000,31.11390000,1.59586532,
C2: Max (node 6132) → C2: Max (node 6118) in NEF (0.99999494),1.81084700,1.81723800,0.00639100,0.35292877,27.86901500,27.90821700,0.03920200,0.14066518,1.80773550,1.81597670,0.00824120,0.45588528,10.04168200,10.06309000,0.02140800,0.21319138,1.19907650,1.20184350,0.00276700,0.23076092,0.02446443,0.02894558,0.00448115,18.31698586,-0.02920383,-0.03324019,-0.00403637,13.82136710,2.14125050,2.12779890,-0.01345160,-0.62821235,-0.03233988,-0.03492925,-0.00258938,8.00676849,0.37037387,0.36957964,-0.00079423,-0.21444007,-0.39957770,-0.40281983,-0.00324213,0.81138912,9.65262790,9.61593260,-0.03669530,-0.38015865,-7.51137740,-7.48813360,0.02324380,-0.30944790,0.19964265,0.19920451,-0.00043814,-0.21946212,-0.23198253,-0.23413376,-0.00215123,0.92732414,0.30588524,0.30769726,0.00181202,0.59238556,1936.74820000,1971.80330000,35.05510000,1.80999781,
