Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
C3 — C4 bond bundle,4.73967750,4.80849540,0.06881790,1.45195322,70.62382300,73.54615400,2.92233100,4.13788277,4.72467470,4.77870780,0.05403310,1.14363641,30.01166000,31.20893300,1.19727300,3.98935947,3.21219570,3.26306990,0.05087420,1.58378271,-0.15723224,-0.17221877,-0.01498653,9.53146308,0.13739291,0.13333723,-0.00405568,-2.95188156,1.28654999,1.61333200,0.32678201,25.39986884,0.13568031,0.13320918,-0.00247113,-1.82129155,1.07830222,1.07276929,-0.00553293,-0.51311496,-0.94090931,-0.93943206,0.00147725,-0.15700238,22.91117400,23.42471600,0.51354200,2.24144778,-21.62462500,-21.81138340,-0.18675840,0.86363764,0.65880071,0.65586307,-0.00293764,-0.44590723,-0.52312040,-0.52265390,0.00046650,-0.08917641,0.76374088,0.77271277,0.00897189,1.17472958,4743.76280000,4872.49860000,128.73580000,2.71379083,
      ↳ C3 bond wedge,2.36159510,2.25398040,-0.10761470,-4.55686498,34.14353000,31.80464500,-2.33888500,-6.85015580,2.35230490,2.25095460,-0.10135030,-4.30855286,14.17662800,12.64285100,-1.53377700,-10.81905373,1.60004510,1.52655780,-0.07348730,-4.59282679,-0.07694515,-0.07171254,0.00523260,-6.80043036,0.07163056,0.07097065,-0.00065991,-0.92126742,2.24029320,1.83693230,-0.40336090,-18.00482633,0.06181091,0.06452084,0.00270993,4.38423263,0.54731462,0.53626096,-0.01105366,-2.01961716,-0.47568407,-0.46529031,0.01039376,-2.18501326,11.82670200,11.12163400,-0.70506800,-5.96166201,-9.58640900,-9.28470140,0.30170760,-3.14724314,0.33227159,0.32858372,-0.00368787,-1.10989627,-0.27046068,-0.26406288,0.00639780,-2.36551945,0.38077499,0.36371131,-0.01706368,-4.48130272,2388.93990000,2306.48440000,-82.45550000,-3.45155188,
      ↳ C4 bond wedge,2.37808240,2.55451500,0.17643260,7.41911214,36.48029300,41.74150900,5.26121600,14.42207715,2.37236980,2.52775320,0.15538340,6.54971244,15.83503200,18.56608200,2.73105000,17.24688652,1.61215060,1.73651210,0.12436150,7.71401257,-0.08028710,-0.10050623,-0.02021913,25.18354133,0.06576235,0.06236659,-0.00339577,-5.16369457,-0.95374321,-0.22360030,0.73014291,-76.55550282,0.07386940,0.06868833,-0.00518107,-7.01382160,0.53098760,0.53650833,0.00552073,1.03970978,-0.46522524,-0.47414175,-0.00891651,1.91660066,11.08447200,12.30308200,1.21861000,10.99384797,-12.03821600,-12.52668200,-0.48846600,4.05762781,0.32652912,0.32727935,0.00075023,0.22975899,-0.25265972,-0.25859102,-0.00593130,2.34754475,0.38296589,0.40900146,0.02603557,6.79840442,2354.82290000,2566.01420000,211.19130000,8.96845788,
C4 — H2 bond bundle,2.80308009,2.79450368,-0.00857641,-0.30596379,78.39577200,79.73731600,1.34154400,1.71124535,2.43719966,2.40320414,-0.03399552,-1.39485987,38.36757500,38.28156400,-0.08601100,-0.22417627,2.17338219,2.18211218,0.00872999,0.40167763,0.08601367,0.04267087,-0.04334279,-50.39058782,-0.04647173,-0.01998119,0.02649054,-57.00355250,-0.20445446,0.15115100,0.35560546,-173.92893209,-0.04057632,-0.02452760,0.01604871,-39.55192497,0.70304330,0.69639117,-0.00665213,-0.94619065,-0.74951502,-0.71637236,0.03314266,-4.42188070,20.31311110,20.70542090,0.39230980,1.93131322,-20.51756550,-20.55426990,-0.03670440,0.17889257,0.35904226,0.35290177,-0.00614049,-1.71024157,-0.39961857,-0.37742937,0.02218920,-5.55259482,1.31484896,1.30619575,-0.00865321,-0.65811437,5810.69310000,5697.17760000,-113.51550000,-1.95356213,
      ↳ C4 bond wedge,1.85456330,1.84574630,-0.00881700,-0.47542190,30.57130900,31.56800300,0.99669400,3.26022677,1.84909710,1.81643210,-0.03266500,-1.76653784,11.40171200,12.03414200,0.63243000,5.54679859,1.22486540,1.23335480,0.00848940,0.69308840,0.03453046,-0.00857175,-0.04310221,-124.82374082,-0.04647173,-0.01998119,0.02649054,-57.00355371,-0.20445446,0.15115099,0.35560545,-173.92892774,-0.04057632,-0.02452760,0.01604871,-39.55192482,0.36410286,0.35583953,-0.00826333,-2.26950428,-0.41057458,-0.37582072,0.03475386,-8.46468868,9.38117110,9.42505190,0.04388080,0.46775397,-9.58562550,-9.27390090,0.31172460,-3.25200061,0.19395867,0.18766492,-0.00629375,-3.24489233,-0.23453498,-0.21219252,0.02234246,-9.52628047,0.31484896,0.30619575,-0.00865321,-2.74836861,2005.77770000,1896.87070000,-108.90700000,-5.42966451,
      ↳ H2 bond wedge,0.94851679,0.94875738,0.00024059,0.02536486,47.82446300,48.16931300,0.34485000,0.72107448,0.58810256,0.58677204,-0.00133052,-0.22623945,26.96586300,26.24742200,-0.71844100,-2.66426111,0.94851679,0.94875738,0.00024059,0.02536486,0.05148321,0.05124262,-0.00024059,-0.46730769,0.00000000,-0.00000000,-0.00000000,-116.72240254,-0.00000000,0.00000001,0.00000001,-761.87180759,0.00000000,0.00000000,0.00000000,104.36765629,0.33894044,0.34055164,0.00161120,0.47536375,-0.33894044,-0.34055164,-0.00161120,0.47536375,10.93194000,11.28036900,0.34842900,3.18725679,-10.93194000,-11.28036900,-0.34842900,3.18725679,0.16508359,0.16523685,0.00015326,0.09283782,-0.16508359,-0.16523685,-0.00015326,0.09283782,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3800.30690000,-4.60850000,-0.12111964,
C4 — H1 bond bundle,2.74253822,2.71204260,-0.03049562,-1.11194877,78.69684900,83.46331700,4.76646800,6.05674568,2.36337489,2.28141394,-0.08196095,-3.46796229,42.64832000,44.63514500,1.98682500,4.65862430,2.13816792,2.14243700,0.00426908,0.19966065,0.07057263,-0.00322586,-0.07379849,-104.57097860,-0.01929062,-0.04238539,-0.02309477,119.72018943,1.15819771,0.07244927,-1.08574844,-93.74465395,-0.03329309,-0.04416073,-0.01086765,32.64235354,0.70208016,0.65219032,-0.04988984,-7.10600339,-0.72137078,-0.69457572,0.02679506,-3.71446429,21.32861930,19.73248610,-1.59613320,-7.48352801,-20.17042160,-19.66003680,0.51038480,-2.53036258,0.35496156,0.32585135,-0.02911021,-8.20094717,-0.38825464,-0.37001208,0.01824256,-4.69860708,1.30218515,1.28480278,-0.01738237,-1.33486164,5788.46470000,5396.29160000,-392.17310000,-6.77507975,
      ↳ C4 bond wedge,1.80528120,1.69298940,-0.11229180,-6.22018332,30.69610200,29.29430100,-1.40180100,-4.56670687,1.78037420,1.66817670,-0.11219750,-6.30190552,11.73753100,11.43836600,-0.29916500,-2.54878986,1.20091090,1.12338380,-0.07752710,-6.45569126,0.00782965,0.01582736,0.00799771,102.14638938,-0.01929062,-0.04238539,-0.02309477,119.72019255,1.15819770,0.07244930,-1.08574840,-93.74465145,-0.03329309,-0.04416073,-0.01086765,32.64235501,0.36292622,0.30459196,-0.05833426,-16.07331099,-0.38221684,-0.34697736,0.03523948,-9.21976122,9.78033830,8.28236310,-1.49797520,-15.31619003,-8.62214060,-8.20991380,0.41222680,-4.78102619,0.19000692,0.15871953,-0.03128739,-16.46644764,-0.22330000,-0.20288026,0.02041974,-9.14453202,0.30218515,0.28480278,-0.01738237,-5.75222508,1945.08290000,1772.79640000,-172.28650000,-8.85754021,
      ↳ H1 bond wedge,0.93725702,1.01905320,0.08179618,8.72718777,48.00074700,54.16901600,6.16826900,12.85036043,0.58300069,0.61323724,0.03023655,5.18636607,30.91078900,33.19677900,2.28599000,7.39544371,0.93725702,1.01905320,0.08179618,8.72718777,0.06274298,-0.01905322,-0.08179620,-130.36708822,0.00000000,0.00000000,0.00000000,575.13563096,0.00000001,-0.00000003,-0.00000004,-333.37765775,-0.00000000,0.00000000,0.00000000,-1461.46644636,0.33915394,0.34759836,0.00844442,2.48984871,-0.33915394,-0.34759836,-0.00844442,2.48984871,11.54828100,11.45012300,-0.09815800,-0.84997932,-11.54828100,-11.45012300,0.09815800,-0.84997932,0.16495464,0.16713182,0.00217718,1.31986587,-0.16495464,-0.16713182,-0.00217718,1.31986587,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3623.49520000,-219.88660000,-5.72117503,
Total,29.76634404,29.76381774,-0.00252630,-0.00848710,650.31835200,651.85080400,1.53245200,0.23564643,27.55774794,27.55430375,-0.00344419,-0.01249808,316.37175480,316.76423350,0.39247870,0.12405618,21.76634424,21.76381764,-0.00252660,-0.01160783,0.23365562,0.23618233,0.00252672,1.08138573,0.00000000,-0.00000000,-0.00000000,-181.80333590,0.00000013,-0.00000004,-0.00000017,-127.51389211,-0.00000000,0.00000000,0.00000000,-124.78121805,7.11883908,7.11592142,-0.00291766,-0.04098505,-7.11883906,-7.11592144,0.00291762,-0.04098449,179.92390980,180.44514500,0.52123520,0.28969757,-179.92391160,-180.44514410,-0.52123250,0.28969607,3.89417744,3.89617899,0.00200155,0.05139853,-3.89417742,-3.89617899,-0.00200157,0.05139904,9.99999998,9.99999999,0.00000001,0.00000010,48219.10480000,48164.74780000,-54.35700000,-0.11272918,

Max basin decomposition according to INS: Volume
C1: Max (node 6104) → C1: Max (node 6146) in NEF (0.99988218),2.27563860,2.50055630,0.22491770,9.88371792,33.40036000,38.93284200,5.53248200,16.56413883,2.30297170,2.51641340,0.21344170,9.26809913,13.89191800,16.78539600,2.89347800,20.82849899,1.52282920,1.67209980,0.14927060,9.80218924,-0.01721052,-0.01518682,0.00202370,-11.75852054,0.02278762,-0.00052361,-0.02331123,-102.29778101,-1.80695430,-1.55701880,0.24993550,-13.83186614,0.04699369,0.03028129,-0.01671240,-35.56307803,0.52473028,0.53098760,0.00625732,1.19248312,-0.50194266,-0.53151121,-0.02956855,5.89082227,10.25977900,11.08447200,0.82469300,8.03811661,-12.06673400,-12.64149100,-0.57475700,4.76315298,0.32696921,0.32652912,-0.00044009,-0.13459677,-0.27997552,-0.29624783,-0.01627231,5.81204742,0.37640468,0.41422825,0.03782357,10.04864498,2413.71820000,2515.62930000,101.91110000,4.22216231,
C1: Max (node 6122) → C1: Max (node 6170) in NEF (0.99984746),1.77305020,1.72184750,-0.05120270,-2.88783138,28.02457700,28.51602900,0.49145200,1.75364645,1.77150130,1.69032080,-0.08118050,-4.58258202,10.32940600,10.66180300,0.33239700,3.21796820,1.17541720,1.15910860,-0.01630860,-1.38747332,0.01984889,-0.03363074,-0.05347962,-269.43384086,-0.01542140,0.02295924,0.03838063,-248.87912223,0.07453411,1.01281020,0.93827609,1258.85458728,-0.01945274,0.00158603,0.02103877,-108.15325782,0.37509445,0.36410286,-0.01099159,-2.93035261,-0.39051584,-0.34114362,0.04937222,-12.64282135,9.43557960,9.38117110,-0.05440850,-0.57663124,-9.36104550,-8.36836080,0.99268470,-10.60442127,0.20149385,0.19395867,-0.00753518,-3.73965756,-0.22094658,-0.19237263,0.02857395,-12.93251518,0.29881651,0.28136946,-0.01744705,-5.83871688,1876.55150000,1834.76780000,-41.78370000,-2.22662154,
C1: Max (node 6148) → C1: Max (node 6194) in NEF (0.99990045),1.93649450,1.81552320,-0.12097130,-6.24692195,32.11086800,30.29883300,-1.81203500,-5.64305829,1.91901790,1.79510680,-0.12391110,-6.45700595,12.10409100,11.52707600,-0.57701500,-4.76710725,1.28693690,1.20671860,-0.08021830,-6.23327375,0.01217839,0.01089057,-0.00128782,-10.57467106,-0.00736622,-0.02243563,-0.01506941,204.57438488,1.73242020,0.54420861,-1.18821159,-68.58680071,-0.02754095,-0.03186732,-0.00432636,15.70884161,0.42287264,0.36292622,-0.05994642,-14.17599871,-0.43023887,-0.38536185,0.04487702,-10.43072189,11.43935000,9.78033830,-1.65901170,-14.50267454,-9.70692940,-9.23612960,0.47079980,-4.85014138,0.22231215,0.19000692,-0.03230523,-14.53147298,-0.24985310,-0.22187424,0.02797886,-11.19812402,0.32477881,0.30440229,-0.02037652,-6.27396843,2058.43780000,1955.28640000,-103.15140000,-5.01114972,
C2: Max (node 6098) → C2: Max (node 6158) in NEF (0.99986191),1.50137840,1.69671740,0.19533900,13.01064409,17.29470100,19.72996900,2.43526800,14.08100666,1.48440780,1.68257150,0.19816370,13.34968059,6.18617320,6.93014420,0.74397100,12.02635258,1.01574810,1.14341720,0.12766910,12.56897256,-0.04448733,-0.03681669,0.00767064,-17.24230317,0.03863771,0.03295541,-0.00568230,-14.70661510,-3.39403770,-3.44916470,-0.05512700,1.62423063,0.02310452,0.01842484,-0.00467967,-20.25435633,0.31887943,0.37099263,0.05211320,16.34260322,-0.28024172,-0.33803722,-0.05779550,20.62344607,4.25229400,5.06433890,0.81204490,19.09663114,-7.64633170,-8.51350360,-0.86717190,11.34101860,0.18110644,0.20987042,0.02876398,15.88236178,-0.15800193,-0.19144558,-0.03344365,21.16660853,0.24281518,0.27665012,0.03383494,13.93444183,1616.36620000,1797.47420000,181.10800000,11.20463915,
C2: Max (node 6122) → C2: Max (node 6114) in NEF (0.99995776),1.81340700,1.77133540,-0.04207160,-2.32003075,28.01058500,27.16088700,-0.84969800,-3.03348895,1.79209070,1.76003810,-0.03205260,-1.78855903,10.31150200,9.78368920,-0.52781280,-5.11868009,1.21574910,1.18029880,-0.03545030,-2.91592237,-0.02043339,0.00177444,0.02220783,-108.68401817,0.01323435,-0.00589907,-0.01913342,-144.57396761,2.54927130,2.40088170,-0.14838960,-5.82086340,-0.00631290,-0.01760728,-0.01129438,178.90939641,0.38269699,0.36957964,-0.01311735,-3.42760731,-0.36946265,-0.37547871,-0.00601606,1.62832698,10.09298200,9.61593260,-0.47704940,-4.72654563,-7.54371060,-7.21505080,0.32865980,-4.35673924,0.20525588,0.19920451,-0.00605137,-2.94820787,-0.21156879,-0.21681179,-0.00524300,2.47815380,0.29882893,0.29551831,-0.00331062,-1.10786462,1890.52370000,1910.90060000,20.37690000,1.07784420,
C2: Max (node 6148) → C2: Max (node 6134) in NEF (0.99998008),2.70930550,2.54590440,-0.16340110,-6.03110650,39.89835900,36.89415600,-3.00420300,-7.52964050,2.74167250,2.57273810,-0.16893440,-6.16172792,16.60118500,15.06612400,-1.53506100,-9.24669534,1.79259370,1.69024130,-0.10235240,-5.70973780,0.04082987,0.02108497,-0.01974490,-48.35896485,-0.05187206,-0.02705634,0.02481572,-47.84024655,0.84476638,1.04828300,0.20351662,24.09146775,-0.01679161,-0.00081756,0.01597405,-95.13112780,0.55362853,0.54731462,-0.00631391,-1.14045965,-0.60550059,-0.57437096,0.03112963,-5.14113950,12.19115600,11.82670200,-0.36445400,-2.98949501,-11.34638900,-10.77841900,0.56797000,-5.00573354,0.33546184,0.33227159,-0.00319025,-0.95100236,-0.35225346,-0.33308915,0.01916431,-5.44048879,0.45835589,0.42783157,-0.03052432,-6.65952389,2803.85010000,2631.40150000,-172.44860000,-6.15042152,
C3: Max (node 6112) → C2: Max (node 6134) in NEF (0.99997728),2.37490470,2.54590440,0.17099970,7.20027629,33.65878000,36.89415600,3.23537600,9.61227947,2.39798280,2.57273810,0.17475530,7.28759606,13.22614600,15.06612400,1.83997800,13.91167162,1.58267960,1.69024130,0.10756170,6.79617656,0.00177064,0.02108497,0.01931433,1090.81076691,-0.00257863,-0.02705634,-0.02447771,949.25398255,1.02139190,1.04828300,0.02689110,2.63278963,0.01677041,-0.00081756,-0.01758797,-104.87502738,0.53626096,0.54731462,0.01105366,2.06124645,-0.53883958,-0.57437096,-0.03553138,6.59405532,11.12163400,11.82670200,0.70506800,6.33960801,-10.10024200,-10.77841900,-0.67817700,6.71446288,0.32858372,0.33227159,0.00368787,1.12235323,-0.31181331,-0.33308915,-0.02127584,6.82326229,0.39611255,0.42783157,0.03171902,8.00757764,2475.96190000,2631.40150000,155.43960000,6.27794798,
C3: Max (node 6134) → C2: Max (node 6114) in NEF (0.99982389),1.75516560,1.77133540,0.01616980,0.92126920,26.26344800,27.16088700,0.89743900,3.41706466,1.76091780,1.76003810,-0.00087970,-0.04995690,9.25279660,9.78368920,0.53089260,5.73764477,1.15828930,1.18029880,0.02200950,1.90017295,0.03546325,0.00177444,-0.03368881,-94.99640022,-0.03607201,-0.00589907,0.03017293,-83.64639577,1.67386660,2.40088170,0.72701510,43.43327599,-0.03312943,-0.01760728,0.01552215,-46.85304256,0.35769928,0.36957964,0.01188036,3.32132623,-0.39377129,-0.37547871,0.01829258,-4.64548342,9.17925360,9.61593260,0.43667900,4.75723865,-7.50538700,-7.21505080,0.29033620,-3.86837081,0.19387055,0.19920451,0.00533396,2.75129977,-0.22699998,-0.21681179,0.01018819,-4.48818982,0.29843815,0.29551831,-0.00291984,-0.97837358,1902.74560000,1910.90060000,8.15500000,0.42859119,
C3: Max (node 6160) → C2: Max (node 6158) in NEF (0.99994659),1.87196950,1.69671740,-0.17525210,-9.36191001,22.47200100,19.72996900,-2.74203200,-12.20199305,1.85255340,1.68257150,-0.16998190,-9.17554657,7.81638210,6.93014420,-0.88623790,-11.33821106,1.26107090,1.14341720,-0.11765370,-9.32966576,-0.03927369,-0.03681669,0.00245699,-6.25607707,0.03865063,0.03295541,-0.00569522,-14.73513771,-2.69525840,-3.44916470,-0.75390630,27.97157779,0.01635902,0.01842484,0.00206583,12.62805551,0.42533960,0.37099263,-0.05434697,-12.77731253,-0.38668897,-0.33803722,0.04865175,-12.58162342,6.10689880,5.06433890,-1.04255990,-17.07183849,-8.80215720,-8.51350360,0.28865360,-3.27935066,0.23887265,0.20987042,-0.02900223,-12.14129370,-0.22251363,-0.19144558,0.03106805,-13.96231323,0.30544930,0.27665012,-0.02879918,-9.42846489,1971.83490000,1797.47420000,-174.36070000,-8.84256080,
C4: Max (node 6118) → C1: Max (node 6194) in NEF (0.99961338),1.53099420,1.81552320,0.28452900,18.58459033,26.27529600,30.29883300,4.02353700,15.31300351,1.48463280,1.79510680,0.31047400,20.91251116,10.22437800,11.52707600,1.30269800,12.74109780,1.03603290,1.20671860,0.17068570,16.47493048,-0.04611021,0.01089057,0.05700078,-123.61856084,0.02303248,-0.02243563,-0.04546811,-197.40864662,0.88283580,0.54420861,-0.33862719,-38.35675785,-0.00331061,-0.03186732,-0.02855671,862.58044241,0.30459196,0.36292622,0.05833426,19.15160860,-0.28155948,-0.38536185,-0.10380237,36.86694193,8.28236310,9.78033830,1.49797520,18.08632611,-7.39952730,-9.23612960,-1.83660230,24.82053550,0.15871953,0.19000692,0.03128739,19.71237566,-0.16203014,-0.22187424,-0.05984410,36.93393093,0.24748067,0.30440229,0.05692162,23.00043070,1591.19600000,1955.28640000,364.09040000,22.88155576,
C4: Max (node 6146) → C1: Max (node 6170) in NEF (0.99990636),1.68224900,1.72184750,0.03959850,2.35390242,28.60548300,28.51602900,-0.08945400,-0.31271627,1.62971010,1.69032080,0.06061070,3.71910931,10.89081600,10.66180300,-0.22901300,-2.10280846,1.14584690,1.15910860,0.01326170,1.15737102,-0.07304257,-0.03363074,0.03941183,-53.95734791,0.04803265,0.02295924,-0.02507341,-52.20076652,1.08702980,1.01281020,-0.07421960,-6.82774290,0.01718815,0.00158603,-0.01560212,-90.77252973,0.35583953,0.36410286,0.00826333,2.32220687,-0.30780688,-0.34114362,-0.03333674,10.83040769,9.42505190,9.38117110,-0.04388080,-0.46557622,-8.33802210,-8.36836080,-0.03033870,0.36385967,0.18766492,0.19395867,0.00629375,3.35371683,-0.17047677,-0.19237263,-0.02189586,12.84389656,0.26820108,0.28136946,0.01316838,4.90989074,1709.39560000,1834.76780000,125.37220000,7.33429991,
C4: Max (node 6166) → C1: Max (node 6146) in NEF (0.99994275),2.88000730,2.50055630,-0.37945100,-13.17534855,47.72303300,38.93284200,-8.79019100,-18.41917927,2.89801910,2.51641340,-0.38160570,-13.16781176,20.92339600,16.78539600,-4.13800000,-19.77690428,1.91137080,1.67209980,-0.23927100,-12.51829315,0.02590216,-0.01518682,-0.04108898,-158.63149158,-0.07106513,-0.00052361,0.07054152,-99.26319767,-1.96986560,-1.55701880,0.41284680,-20.95812019,-0.01387754,0.03028129,0.04415883,-318.20354066,0.53650833,0.53098760,-0.00552073,-1.02901105,-0.60757347,-0.53151121,0.07606226,-12.51902260,12.30308200,11.08447200,-1.21861000,-9.90491651,-14.27294800,-12.64149100,1.63145700,-11.43041367,0.32727935,0.32652912,-0.00075023,-0.22923231,-0.34115690,-0.29624783,0.04490907,-13.16375838,0.48431825,0.41422825,-0.07009000,-14.47188909,2935.08960000,2515.62930000,-419.46030000,-14.29122641,
H1: Max (node 5460) → H5: Max (node 5486) in NEF (0.99977569),1.01905320,0.93725702,-0.08179618,-8.02668398,54.16901600,48.00074700,-6.16826900,-11.38707965,0.61323724,0.58300069,-0.03023655,-4.93064479,33.19677900,30.91078900,-2.28599000,-6.88618013,1.01905320,0.93725702,-0.08179618,-8.02668398,-0.01905322,0.06274298,0.08179620,-429.30388081,0.00000000,0.00000000,-0.00000000,-85.18816140,-0.00000003,0.00000001,0.00000004,-142.84900318,0.00000000,-0.00000000,-0.00000000,-107.34502126,0.34759836,0.33915394,-0.00844442,-2.42936129,-0.34759836,-0.33915394,0.00844442,-2.42936129,11.45012300,11.54828100,0.09815800,0.85726590,-11.45012300,-11.54828100,-0.09815800,0.85726590,0.16713182,0.16495464,-0.00217718,-1.30267235,-0.16713182,-0.16495464,0.00217718,-1.30267235,1.00000000,1.00000000,0.00000000,0.00000000,3623.49520000,3843.38180000,219.88660000,6.06835632,
H2: Max (node 5456) → H6: Max (node 5470) in NEF (0.99991522),0.94875738,0.94851679,-0.00024059,-0.02535843,48.16931300,47.82446300,-0.34485000,-0.71591222,0.58677204,0.58810256,0.00133052,0.22675245,26.24742200,26.96586300,0.71844100,2.73718691,0.94875738,0.94851679,-0.00024059,-0.02535843,0.05124262,0.05148321,0.00024059,0.46950171,-0.00000000,0.00000000,0.00000000,-698.00019631,0.00000001,-0.00000000,-0.00000001,-115.10866589,0.00000000,0.00000000,-0.00000000,-51.06857816,0.34055164,0.33894044,-0.00161120,-0.47311474,-0.34055164,-0.33894044,0.00161120,-0.47311474,11.28036900,10.93194000,-0.34842900,-3.08880853,-11.28036900,-10.93194000,0.34842900,-3.08880853,0.16523685,0.16508359,-0.00015326,-0.09275171,-0.16523685,-0.16508359,0.00015326,-0.09275171,1.00000000,1.00000000,0.00000000,0.00000000,3800.30690000,3804.91540000,4.60850000,0.12126652,
H3: Max (node 5452) → H4: Max (node 5462) in NEF (0.99984713),0.96974158,0.94551411,-0.02422747,-2.49834291,49.52828900,47.80125100,-1.72703800,-3.48697287,0.60068781,0.59058192,-0.01010589,-1.68238640,30.39611500,29.55499300,-0.84112200,-2.76720232,0.96974158,0.94551411,-0.02422747,-2.49834291,0.03025842,0.05448589,0.02422747,80.06854423,-0.00000000,0.00000000,0.00000000,-126.71951896,-0.00000001,0.00000002,0.00000004,-299.33020142,-0.00000000,0.00000000,0.00000000,-133.01400156,0.33723720,0.33542159,-0.00181561,-0.53837774,-0.33723720,-0.33542159,0.00181561,-0.53837774,10.56830900,10.72877900,0.16047000,1.51840753,-10.56830900,-10.72877900,-0.16047000,1.51840753,0.16600630,0.16520926,-0.00079704,-0.48012636,-0.16600630,-0.16520926,0.00079704,-0.48012636,1.00000000,1.00000000,0.00000000,0.00000000,3752.41630000,3815.79520000,63.37890000,1.68901569,
